ID,ID_EXT,Name,Class,Base_HP,Base_Attack,Base_Defense,Base_Sp_Attack,Base_Sp_Defense,Base_Speed,Base_Total,Base_Average,GEN,GEN2
87,,Dewgong,,90,70,80,95,95,70,405,81,1,
417,,Pachirisu,,60,45,70,45,90,95,405,67.5,2,5
405,,Luxray,,80,120,79,95,79,70,523,87.17,6,
80,,Slowbro,,95,75,110,100,80,30,490,81.67,7,
730,,Primarina,,80,74,74,126,116,60,530,88.33,7,
759,,Stufful,,70,75,50,45,50,50,340,56.67,7,
448,M,Lucario ,Mega Lucario,70,145,88,140,70,112,625,104.17,7,
453,,Croagunk,,48,61,40,61,40,50,300,50,6,
643,,Reshiram,,100,120,100,150,120,90,680,113.33,2,5
191,,Sunkern,,30,30,30,30,30,30,180,30,7,
128,,Tauros,,75,100,95,40,70,110,490,81.67,7,
123,,Scyther,,70,110,80,55,80,105,500,83.33,2,5
577,,Solosis,,45,30,40,105,50,20,290,48.33,2,5
179,,Mareep,,55,40,40,65,45,35,280,46.67,7,
567,,Archeops,,75,140,65,112,65,110,567,94.5,2,5
167,,Spinarak,,40,60,40,40,40,30,250,41.67,2,5
83,,Farfetch'd,,52,65,55,58,58,60,290,58,1,
346,,Cradily,,86,81,97,81,107,43,495,82.5,2,5
320,,Wailmer,,130,70,35,70,35,60,400,66.67,7,
167,,Spinarak,,40,60,40,40,40,30,250,41.67,7,
78,,Rapidash,,65,100,70,80,80,105,500,83.33,7,
303,,Mawile,,50,85,85,55,55,50,380,63.33,7,
470,,Leafeon,,65,110,130,60,65,95,525,87.5,6,
277,,Swellow,,60,85,60,50,50,125,430,71.67,2,5
48,,Venonat,,60,55,50,40,55,45,305,50.83,2,5
316,,Gulpin,,70,43,53,43,53,40,302,50.33,7,
534,,Conkeldurr,,105,140,95,55,65,45,505,84.17,2,5
47,,Parasect,,60,95,80,60,80,30,405,67.5,7,
612,,Haxorus,,76,147,90,60,70,97,540,90,6,
61,,Poliwhirl,,65,65,65,50,50,90,385,64.17,6,
82,,Magneton,,50,60,95,120,70,70,465,77.5,6,
599,,Klink,,40,55,70,45,60,30,300,50,2,5
186,,Politoed,,90,75,75,90,100,70,500,83.33,2,5
563,,Cofagrigus,,58,50,145,95,105,30,483,80.5,2,5
449,,Hippopotas,,68,72,78,38,42,32,330,55,6,
61,,Poliwhirl,,65,65,65,50,50,90,335,67,1,
610,,Axew,,46,87,60,30,40,57,320,53.33,2,5
568,,Trubbish,,50,50,62,40,62,65,329,54.83,2,5
220,,Swinub,,50,50,40,30,30,50,250,41.67,6,
294,,Loudred,,84,71,43,71,43,48,360,60,6,
432,,Purugly,,71,82,64,64,59,112,452,75.33,7,
610,,Axew,,46,87,60,30,40,57,320,53.33,6,
585,,Deerling,,60,60,50,40,50,75,335,55.83,2,5
458,,Mantyke,,45,20,50,60,120,50,345,57.5,2,5
574,,Gothita,,45,30,50,55,65,45,290,48.33,6,
704,,Goomy,,45,50,35,55,75,40,300,50,6,
334,,Altaria,,75,70,90,70,105,80,490,81.67,2,5
393,,Piplup,,53,51,53,61,56,40,314,52.33,2,5
108,,Lickitung,,90,55,75,60,75,30,385,64.17,2,5
652,,Chesnaught,,88,107,122,74,75,64,530,88.33,6,
169,,Crobat,,85,90,80,70,80,130,535,89.17,6,
85,,Dodrio,,60,110,70,60,60,100,400,80,1,
712,,Bergmite,,55,69,85,32,35,28,304,50.67,6,
758,,Salazzle,,68,64,60,111,60,117,480,80,7,
657,,Frogadier,,54,63,52,83,56,97,405,67.5,7,
585,,Deerling,,60,60,50,40,50,75,335,55.83,7,
297,,Hariyama,,144,120,60,40,60,50,474,79,7,
224,,Octillery,,75,105,75,105,75,45,480,80,6,
67,,Machoke,,80,100,70,50,50,45,345,69,1,
468,,Togekiss,,85,50,95,120,115,80,545,90.83,7,
239,,Elekid,,45,63,37,65,55,95,360,60,2,5
24,,Arbok,,60,85,69,65,79,80,438,73,6,
232,,Donphan,,90,120,120,60,60,50,500,83.33,2,5
61,,Poliwhirl,,65,65,65,50,50,90,385,64.17,7,
401,,Kricketot,,37,25,41,25,41,25,194,32.33,2,5
52,,Meowth,,40,45,35,40,40,90,290,48.33,6,
805,,Stakataka,,61,131,211,53,101,13,570,95,7,
238,,Smoochum,,45,30,15,85,65,65,305,50.83,6,
118,,Goldeen,,45,67,60,35,50,63,320,53.33,2,5
642,,Thundurus ,Therian Forme,79,105,70,145,80,101,580,96.67,2,5
677,,Espurr,,62,48,54,63,60,68,355,59.17,6,
245,,Suicune,,100,75,115,90,115,85,580,96.67,7,
53,,Persian,,65,70,60,65,65,115,440,73.33,7,
795,,Pheromosa,,71,137,37,137,37,151,570,95,7,
262,,Mightyena,,70,90,70,60,60,70,420,70,6,
63,,Abra,,25,20,15,105,55,90,310,51.67,7,
395,,Empoleon,,84,86,88,111,101,60,530,88.33,6,
359,,Absol,,65,130,60,75,60,75,465,77.5,2,5
790,,Cosmoem,,43,29,131,29,131,37,400,66.67,7,
573,,Cinccino,,75,95,60,65,60,115,470,78.33,6,
68,,Machamp,,90,130,80,65,65,55,420,84,1,
169,,Crobat,,85,90,80,70,80,130,535,89.17,7,
695,,Heliolisk,,62,55,52,109,94,109,481,80.17,7,
565,,Carracosta,,74,108,133,83,65,32,495,82.5,2,5
537,,Seismitoad,,105,95,75,85,75,74,509,84.83,7,
484,,Palkia,,90,120,100,150,120,100,680,113.33,2,5
41,,Zubat,,40,45,35,30,40,55,245,40.83,2,5
794,,Buzzwole,,107,139,139,53,53,79,570,95,7,
211,,Qwilfish,,65,95,75,55,55,85,430,71.67,6,
381,M,Latios ,Mega Latios,80,130,100,160,120,110,700,116.67,6,
672,,Skiddo,,66,65,48,62,57,52,350,58.33,7,
555,,Darmanitan ,Zen Mode,105,30,105,140,105,55,540,90,2,5
712,,Bergmite,,55,69,85,32,35,28,304,50.67,7,
386,,Deoxys ,Attack Forme,50,180,20,180,20,150,600,100,2,5
32,,Nidoran♂,,46,57,40,40,40,50,273,45.5,6,
544,,Whirlipede,,40,55,99,40,79,47,360,60,6,
591,,Amoonguss,,114,85,70,85,80,30,464,77.33,6,
171,,Lanturn,,125,58,58,76,76,67,460,76.67,6,
49,,Venomoth,,70,65,60,90,90,90,375,75,1,
471,,Glaceon,,65,60,110,130,95,65,525,87.5,6,
235,,Smeargle,,55,20,35,20,45,75,250,41.67,6,
238,,Smoochum,,45,30,15,85,65,65,305,50.83,7,
131,,Lapras,,130,85,80,85,95,60,535,89.17,7,
141,,Kabutops,,60,115,105,70,70,80,430,86,1,
142,,Aerodactyl,,80,105,65,60,75,130,515,85.83,7,
80,,Slowbro,,95,75,110,100,80,30,490,81.67,2,5
623,,Golurk,,89,124,80,55,80,55,483,80.5,2,5
365,,Walrein,,110,80,90,95,90,65,530,88.33,7,
76,A,Golem ,Alolan Golem,80,120,130,55,65,45,495,82.5,7,
196,,Espeon,,65,65,60,130,95,110,525,87.5,7,
453,,Croagunk,,48,61,40,61,40,50,300,50,7,
308,,Medicham,,60,60,75,60,75,80,410,68.33,2,5
641,,Tornadus ,Therian Forme,79,100,80,110,90,121,580,96.67,2,5
26,,Raichu,,60,90,55,90,90,100,395,79,1,
132,,Ditto,,48,48,48,48,48,48,288,48,2,5
65,,Alakazam,,55,50,45,135,135,120,405,81,1,
36,,Clefable,,95,70,73,85,85,60,383,76.6,1,
466,,Electivire,,75,123,67,95,85,95,540,90,2,5
547,,Whimsicott,,60,67,85,77,75,116,480,80,2,5
32,,Nidoran♂,,46,57,40,40,40,50,273,45.5,7,
316,,Gulpin,,70,43,53,43,53,40,302,50.33,6,
684,,Swirlix,,62,48,66,59,57,49,341,56.83,7,
591,,Amoonguss,,114,85,70,85,80,30,464,77.33,7,
222,,Corsola,,55,55,85,65,85,35,380,63.33,2,5
171,,Lanturn,,125,58,58,76,76,67,460,76.67,7,
471,,Glaceon,,65,60,110,130,95,65,525,87.5,7,
738,,Vikavolt,,77,70,90,145,75,43,500,83.33,7,
38,,Ninetales,,73,76,75,81,100,100,505,84.17,6,
297,,Hariyama,,144,120,60,40,60,50,474,79,2,5
237,,Hitmontop,,50,95,95,35,110,70,455,75.83,2,5
699,,Aurorus,,123,77,72,99,92,58,521,86.83,6,
142,,Aerodactyl,,80,105,65,60,75,130,515,85.83,6,
460,,Abomasnow,,90,92,75,92,85,60,494,82.33,6,
97,,Hypno,,85,73,70,115,115,67,410,82,1,
451,,Skorupi,,40,50,90,30,55,65,330,55,6,
248,,Tyranitar,,100,134,110,95,100,61,600,100,2,5
149,,Dragonite,,91,134,95,100,100,80,600,100,2,5
229,,Houndoom,,75,90,50,110,80,95,500,83.33,7,
480,,Uxie,,75,75,130,75,130,95,580,96.67,2,5
396,,Starly,,40,55,30,30,30,60,245,40.83,2,5
13,,Weedle,,40,35,30,20,20,50,195,32.5,7,
645,,Landorus ,Incarnate Forme,89,125,90,115,80,101,600,100,7,
648,P,Meloetta ,Pirouette Forme,100,128,90,77,77,128,600,100,6,
384,,Rayquaza,,105,150,90,150,90,95,680,113.33,7,
261,,Poochyena,,35,55,35,30,30,35,220,36.67,6,
344,,Claydol,,60,70,105,70,120,75,500,83.33,7,
468,,Togekiss,,85,50,95,120,115,80,545,90.83,6,
397,,Staravia,,55,75,50,40,40,80,340,56.67,6,
684,,Swirlix,,62,48,66,59,57,49,341,56.83,6,
588,,Karrablast,,50,75,45,40,45,60,315,52.5,2,5
216,,Teddiursa,,60,80,50,50,50,40,330,55,7,
405,,Luxray,,80,120,79,95,79,70,523,87.17,7,
39,,Jigglypuff,,115,45,20,25,25,20,225,45,1,
38,,Ninetales,,73,76,75,81,100,100,505,84.17,7,
591,,Amoonguss,,114,85,70,85,80,30,464,77.33,2,5
618,,Stunfisk,,109,66,84,81,99,32,471,78.5,7,
734,,Yungoos,,48,70,30,30,30,45,253,42.17,7,
658,,Greninja,,72,95,67,103,71,122,530,88.33,7,
200,,Misdreavus,,60,60,60,85,85,85,435,72.5,2,5
13,,Weedle,,40,35,30,20,20,50,195,32.5,6,
314,,Illumise,,65,47,55,73,75,85,400,66.67,2,5
477,,Dusknoir,,45,100,135,65,135,45,525,87.5,7,
597,,Ferroseed,,44,50,91,24,86,10,305,50.83,6,
437,,Bronzong,,67,89,116,79,116,33,500,83.33,6,
706,,Goodra,,90,100,70,110,150,80,600,100,6,
408,,Cranidos,,67,125,40,30,30,58,350,58.33,2,5
672,,Skiddo,,66,65,48,62,57,52,350,58.33,6,
523,,Zebstrika,,75,100,63,80,63,116,497,82.83,7,
695,,Heliolisk,,62,55,52,109,94,109,481,80.17,6,
603,,Eelektrik,,65,85,70,75,70,40,405,67.5,7,
527,,Woobat,,55,45,43,55,43,72,313,52.17,6,
523,,Zebstrika,,75,100,63,80,63,116,497,82.83,2,5
329,,Vibrava,,50,70,50,50,50,70,340,56.67,6,
589,,Escavalier,,70,135,105,60,105,20,495,82.5,6,
397,,Staravia,,55,75,50,40,40,80,340,56.67,7,
11,,Metapod,,50,20,55,25,25,30,205,34.17,2,5
340,,Whiscash,,110,78,73,76,71,60,468,78,7,
247,,Pupitar,,70,84,70,65,70,51,410,68.33,7,
127,M,Pinsir ,Mega Pinsir,65,155,120,65,90,105,600,100,6,
633,,Deino,,52,65,50,45,50,38,300,50,2,5
771,,Pyukumuku,,55,60,130,30,130,5,410,68.33,7,
38,A,Ninetales ,Alolan Ninetales,73,67,75,81,100,109,505,84.17,7,
461,,Weavile,,70,120,65,45,85,125,510,85,2,5
386,,Deoxys ,Speed Forme,50,95,90,95,90,180,600,100,2,5
473,,Mamoswine,,110,130,80,70,60,80,530,88.33,6,
742,,Cutiefly,,40,45,40,55,40,84,304,50.67,7,
175,,Togepi,,35,20,65,40,65,20,245,40.83,6,
575,,Gothorita,,60,45,70,75,85,55,390,65,2,5
699,,Aurorus,,123,77,72,99,92,58,521,86.83,7,
276,,Taillow,,40,55,30,30,30,85,270,45,6,
352,,Kecleon,,60,90,70,60,120,40,440,73.33,2,5
118,,Goldeen,,45,67,60,35,50,63,320,53.33,7,
681,,Aegislash ,Shield Forme,60,50,150,50,150,60,520,86.67,6,
40,,Wigglytuff,,140,70,45,50,50,45,350,70,1,
196,,Espeon,,65,65,60,130,95,110,525,87.5,6,
602,,Tynamo,,35,55,40,45,40,60,275,45.83,6,
422,,Shellos,,76,48,48,57,62,34,325,54.17,2,5
146,,Moltres,,90,100,90,125,125,90,495,99,1,
725,,Litten,,45,65,40,60,40,70,320,53.33,7,
260,,Swampert,,100,110,90,85,90,60,535,89.17,7,
8,,Wartortle,,59,63,80,65,65,58,325,65,1,
314,,Illumise,,65,47,75,73,85,85,430,71.67,7,
603,,Eelektrik,,65,85,70,75,70,40,405,67.5,6,
523,,Zebstrika,,75,100,63,80,63,116,497,82.83,6,
413,,Wormadam ,Sandy Cloak,60,79,105,59,85,36,424,70.67,2,5
628,,Braviary,,100,123,75,57,75,80,510,85,2,5
88,,Grimer,,80,80,50,40,40,25,275,55,1,
482,,Azelf,,75,125,70,125,70,115,580,96.67,7,
437,,Bronzong,,67,89,116,79,116,33,500,83.33,7,
172,,Pichu,,20,40,15,35,35,60,205,34.17,2,5
490,,Manaphy,,100,100,100,100,100,100,600,100,6,
181,,Ampharos,,90,75,85,115,90,55,510,85,6,
436,,Bronzor,,57,24,86,24,86,23,300,50,7,
340,,Whiscash,,110,78,73,76,71,60,468,78,6,
415,,Combee,,30,30,42,30,42,70,244,40.67,2,5
127,M,Pinsir ,Mega Pinsir,65,155,120,65,90,105,600,100,7,
635,,Hydreigon,,92,105,90,125,90,98,600,100,2,5
137,,Porygon,,65,60,70,85,75,40,395,65.83,2,5
602,,Tynamo,,35,55,40,45,40,60,275,45.83,2,5
538,,Throh,,120,100,85,30,85,45,465,77.5,7,
498,,Tepig,,65,63,45,45,45,45,308,51.33,2,5
100,,Voltorb,,40,30,50,55,55,100,275,55,1,
473,,Mamoswine,,110,130,80,70,60,80,530,88.33,7,
649,,Genesect,,71,120,95,120,95,99,600,100,2,5
175,,Togepi,,35,20,65,40,65,20,245,40.83,7,
205,,Forretress,,75,90,140,60,60,40,465,77.5,6,
287,,Slakoth,,60,60,60,35,35,30,280,46.67,7,
460,,Abomasnow,,90,92,75,92,85,60,494,82.33,7,
118,,Goldeen,,45,67,60,35,50,63,320,53.33,6,
63,,Abra,,25,20,15,105,55,90,310,51.67,6,
451,,Skorupi,,40,50,90,30,55,65,330,55,7,
32,,Nidoran♂,,46,57,40,40,40,50,233,46.6,1,
739,,Crabrawler,,47,82,57,42,47,63,338,56.33,7,
459,,Snover,,60,62,50,62,60,40,334,55.67,6,
73,,Tentacruel,,80,70,65,80,120,100,515,85.83,6,
102,,Exeggcute,,60,40,80,60,45,40,325,54.17,2,5
656,,Froakie,,41,56,40,62,44,71,314,52.33,6,
535,,Tympole,,50,50,40,50,40,64,294,49,6,
376,M,Metagross ,Mega Metagross,80,145,150,105,110,110,700,116.67,7,
502,,Dewott,,75,75,60,83,60,60,413,68.83,2,5
338,,Solrock,,70,95,85,55,65,70,440,73.33,6,
239,,Elekid,,45,63,37,65,55,95,360,60,6,
226,,Mantine,,85,40,70,80,140,70,485,80.83,7,
168,,Ariados,,70,90,70,60,70,40,400,66.67,7,
649,,Genesect,,71,120,95,120,95,99,600,100,6,
436,,Bronzor,,57,24,86,24,86,23,300,50,6,
313,,Volbeat,,65,73,55,47,75,85,400,66.67,2,5
629,,Vullaby,,70,55,75,45,65,60,370,61.67,2,5
219,,Magcargo,,50,50,120,80,80,30,410,68.33,2,5
472,,Gliscor,,75,95,125,45,75,95,510,85,7,
79,,Slowpoke,,90,65,65,40,40,15,315,52.5,2,5
538,,Throh,,120,100,85,30,85,45,465,77.5,6,
340,,Whiscash,,110,78,73,76,71,60,468,78,2,5
449,,Hippopotas,,68,72,78,38,42,32,330,55,7,
729,,Brionne,,60,69,69,91,81,50,420,70,7,
581,,Swanna,,75,87,63,87,63,98,473,78.83,2,5
101,,Electrode,,60,50,70,80,80,150,490,81.67,7,
63,,Abra,,25,20,15,105,55,90,310,51.67,2,5
229,,Houndoom,,75,90,50,110,80,95,500,83.33,2,5
408,,Cranidos,,67,125,40,30,30,58,350,58.33,7,
612,,Haxorus,,76,147,90,60,70,97,540,90,2,5
698,,Amaura,,77,59,50,67,63,46,362,60.33,7,
620,,Mienshao,,65,125,60,95,60,105,510,85,7,
221,,Piloswine,,100,100,80,60,60,50,450,75,2,5
365,,Walrein,,110,80,90,95,90,65,530,88.33,6,
57,,Primeape,,65,105,60,60,60,95,385,77,1,
360,,Wynaut,,95,23,48,23,48,23,260,43.33,2,5
413,G,Wormadam ,Sandy Cloak,60,79,105,59,85,36,424,70.67,7,
658,,Greninja,,72,95,67,103,71,122,530,88.33,6,
117,,Seadra,,55,65,95,95,45,85,440,73.33,2,5
71,,Victreebel,,80,105,65,100,70,70,490,81.67,7,
317,,Swalot,,100,73,83,73,83,55,467,77.83,6,
186,,Politoed,,90,75,75,90,100,70,500,83.33,6,
449,,Hippopotas,,68,72,78,38,42,32,330,55,2,5
656,,Froakie,,41,56,40,62,44,71,314,52.33,7,
394,,Prinplup,,64,66,68,81,76,50,405,67.5,2,5
58,,Growlithe,,55,70,45,70,50,60,350,58.33,6,
630,,Mandibuzz,,110,65,105,55,95,80,510,85,2,5
74,A,Geodude ,Alolan Geodude,40,80,100,30,30,20,300,50,7,
311,,Plusle,,60,50,40,85,75,95,405,67.5,2,5
585,,Deerling,,60,60,50,40,50,75,335,55.83,6,
649,,Genesect,,71,120,95,120,95,99,600,100,7,
258,,Mudkip,,50,70,50,50,50,40,310,51.67,2,5
522,,Blitzle,,45,60,32,50,32,76,295,49.17,6,
247,,Pupitar,,70,84,70,65,70,51,410,68.33,6,
646,,Kyurem ,Black Kyurem,125,170,100,120,90,95,700,116.67,2,5
76,,Golem,,80,120,130,55,65,45,495,82.5,6,
707,,Klefki,,57,80,91,80,87,75,470,78.33,7,
642,T,Thundurus ,Therian Forme,79,105,70,145,80,101,580,96.67,7,
221,,Piloswine,,100,100,80,60,60,50,450,75,6,
602,,Tynamo,,35,55,40,45,40,60,275,45.83,7,
529,,Drilbur,,60,85,40,30,45,68,328,54.67,6,
611,,Fraxure,,66,117,70,40,50,67,410,68.33,2,5
197,,Umbreon,,95,65,110,60,130,65,525,87.5,7,
626,,Bouffalant,,95,110,95,40,95,55,490,81.67,7,
394,,Prinplup,,64,66,68,81,76,50,405,67.5,6,
620,,Mienshao,,65,125,60,95,60,105,510,85,6,
158,,Totodile,,50,65,64,44,48,43,314,52.33,7,
204,,Pineco,,50,65,90,35,35,15,290,48.33,6,
413,G,Wormadam ,Sandy Cloak,60,79,105,59,85,36,424,70.67,6,
630,,Mandibuzz,,110,65,105,55,95,80,510,85,6,
262,,Mightyena,,70,90,70,60,60,70,420,70,2,5
337,,Lunatone,,90,55,65,95,85,70,460,76.67,7,
186,,Politoed,,90,75,75,90,100,70,500,83.33,7,
189,,Jumpluff,,75,55,70,55,85,110,450,75,2,5
71,,Victreebel,,80,105,65,100,70,70,490,81.67,6,
491,,Darkrai,,70,90,90,135,90,125,600,100,7,
58,,Growlithe,,55,70,45,70,50,60,350,58.33,7,
77,,Ponyta,,50,85,55,65,65,90,410,68.33,7,
127,,Pinsir,,65,125,100,55,55,85,430,86,1,
359,,Absol,,65,130,60,75,60,75,465,77.5,6,
218,,Slugma,,40,40,40,70,40,20,250,41.67,7,
109,,Koffing,,40,65,95,60,45,35,340,56.67,7,
344,,Claydol,,60,70,105,70,120,75,500,83.33,6,
247,,Pupitar,,70,84,70,65,70,51,410,68.33,2,5
544,,Whirlipede,,40,55,99,40,79,47,360,60,7,
522,,Blitzle,,45,60,32,50,32,76,295,49.17,7,
76,,Golem,,80,120,130,55,65,45,495,82.5,7,
160,,Feraligatr,,85,105,100,79,83,78,530,88.33,7,
10,,Caterpie,,45,30,35,20,20,45,175,35,1,
520,,Tranquill,,62,77,62,50,42,65,358,59.67,2,5
642,T,Thundurus ,Therian Forme,79,105,70,145,80,101,580,96.67,6,
369,,Relicanth,,100,90,130,45,65,55,485,80.83,6,
373,,Salamence,,95,135,80,110,80,100,600,100,6,
71,,Victreebel,,80,105,65,100,60,70,480,80,2,5
551,,Sandile,,50,72,35,35,35,65,292,48.67,6,
5,,Charmeleon,,58,64,58,65,65,80,325,65,1,
221,,Piloswine,,100,100,80,60,60,50,450,75,7,
287,,Slakoth,,60,60,60,35,35,30,280,46.67,6,
394,,Prinplup,,64,66,68,81,76,50,405,67.5,7,
781,,Dhelmise,,70,131,100,86,90,40,517,86.17,7,
459,,Snover,,60,62,50,62,60,40,334,55.67,7,
204,,Pineco,,50,65,90,35,35,15,290,48.33,7,
397,,Staravia,,55,75,50,40,40,80,340,56.67,2,5
516,,Simipour,,75,98,63,98,63,101,498,83,2,5
400,,Bibarel,,79,85,60,55,60,71,410,68.33,2,5
142,M,Aerodactyl ,Mega Aerodactyl,80,135,85,70,95,150,615,102.5,6,
348,,Armaldo,,75,125,100,70,80,45,495,82.5,2,5
8,,Wartortle,,59,63,80,65,80,58,405,67.5,6,
580,,Ducklett,,62,44,50,44,50,55,305,50.83,6,
491,,Darkrai,,70,90,90,135,90,125,600,100,6,
670,,Floette,,54,45,47,75,98,52,371,61.83,7,
359,,Absol,,65,130,60,75,60,75,465,77.5,7,
77,,Ponyta,,50,85,55,65,65,90,410,68.33,6,
384,M,Rayquaza ,Mega Rayquaza,105,180,100,180,100,115,780,130,6,
218,,Slugma,,40,40,40,70,40,20,250,41.67,6,
239,,Elekid,,45,63,37,65,55,95,360,60,7,
139,,Omastar,,70,60,125,115,70,55,495,82.5,6,
287,,Slakoth,,60,60,60,35,35,30,280,46.67,2,5
410,,Shieldon,,30,42,118,42,88,30,350,58.33,2,5
68,,Machamp,,90,130,80,65,85,55,505,84.17,2,5
369,,Relicanth,,100,90,130,45,65,55,485,80.83,7,
789,,Cosmog,,43,29,31,29,31,37,200,33.33,7,
161,,Sentret,,35,46,34,35,45,20,215,35.83,6,
373,,Salamence,,95,135,80,110,80,100,600,100,7,
201,,Unown,,48,72,48,72,48,48,336,56,2,5
568,,Trubbish,,50,50,62,40,62,65,329,54.83,6,
551,,Sandile,,50,72,35,35,35,65,292,48.67,7,
673,,Gogoat,,123,100,62,97,81,68,531,88.5,7,
324,,Torkoal,,70,85,140,85,70,20,470,78.33,2,5
85,,Dodrio,,60,110,70,60,60,110,470,78.33,7,
268,,Cascoon,,50,35,55,25,25,15,205,34.17,7,
74,,Geodude,,40,80,100,30,30,20,270,54,1,
8,,Wartortle,,59,63,80,65,80,58,405,67.5,2,5
54,,Psyduck,,50,52,48,65,50,55,320,53.33,2,5
107,,Hitmonchan,,50,105,79,35,35,76,345,69,1,
73,,Tentacruel,,80,70,65,120,120,100,435,87,1,
655,,Delphox,,75,69,72,114,100,104,534,89,6,
142,M,Aerodactyl ,Mega Aerodactyl,80,135,85,70,95,150,615,102.5,7,
633,,Deino,,52,65,50,45,50,38,300,50,7,
25,,Pikachu,,35,55,30,50,50,90,260,52,1,
317,,Swalot,,100,73,83,73,83,55,467,77.83,7,
50,,Diglett,,10,55,25,35,45,95,265,44.17,6,
7,,Squirtle,,44,48,65,50,64,43,314,52.33,2,5
580,,Ducklett,,62,44,50,44,50,55,305,50.83,7,
670,,Floette,,54,45,47,75,98,52,371,61.83,6,
460,,Abomasnow,,90,92,75,92,85,60,494,82.33,2,5
386,,Deoxys ,Normal Forme,50,150,50,150,50,150,600,100,7,
796,,Xurkitree,,83,89,71,173,71,83,570,95,7,
777,,Togedemaru,,65,98,63,40,73,96,435,72.5,7,
140,,Kabuto,,30,80,90,45,45,55,300,60,1,
385,,Jirachi,,100,100,100,100,100,100,600,100,6,
261,,Poochyena,,35,55,35,30,30,35,220,36.67,2,5
185,,Sudowoodo,,70,100,115,30,65,30,410,68.33,2,5
120,,Staryu,,30,45,55,70,55,85,340,56.67,6,
200,,Misdreavus,,60,60,60,85,85,85,435,72.5,6,
122,,Mr. Mime,,40,45,65,100,120,90,460,76.67,6,
155,,Cyndaquil,,39,52,43,60,50,65,309,51.5,2,5
284,,Masquerain,,70,60,62,80,82,60,414,69,2,5
529,,Drilbur,,60,85,40,30,45,68,328,54.67,7,
402,,Kricketune,,77,85,51,55,51,65,384,64,2,5
117,,Seadra,,55,65,95,95,45,85,440,73.33,6,
30,,Nidorina,,70,62,67,55,55,56,310,62,1,
386,,Deoxys ,Defense Forme,50,70,160,70,160,90,600,100,2,5
158,,Totodile,,50,65,64,44,48,43,314,52.33,6,
196,,Espeon,,65,65,60,130,95,110,525,87.5,2,5
385,,Jirachi,,100,100,100,100,100,100,600,100,2,5
328,,Trapinch,,45,100,45,45,45,10,290,48.33,2,5
411,,Bastiodon,,60,52,168,47,138,30,495,82.5,7,
180,,Flaaffy,,70,55,55,80,60,45,365,60.83,2,5
88,,Grimer,,80,80,50,40,50,25,325,54.17,2,5
89,,Muk,,105,105,75,65,100,50,500,83.33,2,5
52,,Meowth,,40,45,35,40,40,90,290,48.33,7,
290,,Nincada,,31,45,90,30,30,40,266,44.33,7,
55,,Golduck,,80,82,78,95,80,85,500,83.33,7,
589,,Escavalier,,70,135,105,60,105,20,495,82.5,7,
17,,Pidgeotto,,63,60,55,50,50,71,349,58.17,7,
120,,Staryu,,30,45,55,70,55,85,340,56.67,2,5
45,,Vileplume,,75,80,85,110,90,50,490,81.67,6,
399,,Bidoof,,59,45,40,35,40,31,250,41.67,7,
329,,Vibrava,,50,70,50,50,50,70,340,56.67,2,5
200,,Misdreavus,,60,60,60,85,85,85,435,72.5,7,
517,,Munna,,76,25,45,67,55,24,292,48.67,6,
178,,Xatu,,65,75,70,95,70,95,470,78.33,2,5
302,,Sableye,,50,75,75,65,65,50,380,63.33,7,
782,,Jangmo-o,,45,55,65,45,45,45,300,50,7,
160,,Feraligatr,,85,105,100,79,83,78,530,88.33,6,
527,,Woobat,,55,45,43,55,43,72,313,52.17,2,5
552,,Krokorok,,60,82,45,45,45,74,351,58.5,2,5
648,,Meloetta ,Aria Forme,100,77,77,128,128,90,600,100,2,5
526,,Gigalith,,85,135,130,60,70,25,505,84.17,2,5
241,,Miltank,,95,80,105,40,70,100,490,81.67,6,
430,,Honchkrow,,100,125,52,105,52,71,505,84.17,2,5
184,,Azumarill,,100,50,80,60,80,50,420,70,6,
170,,Chinchou,,75,38,38,56,56,67,330,55,2,5
456,,Finneon,,49,49,56,49,61,66,330,55,7,
75,A,Graveler ,Alolan Graveler,55,95,115,45,45,35,390,65,7,
117,,Seadra,,55,65,95,95,45,85,440,73.33,7,
268,,Cascoon,,50,35,55,25,25,15,205,34.17,6,
252,,Treecko,,40,45,35,65,55,70,310,51.67,7,
578,,Duosion,,65,40,50,125,60,30,370,61.67,2,5
377,,Regirock,,80,100,200,50,100,50,580,96.67,2,5
411,,Bastiodon,,60,52,168,47,138,30,495,82.5,2,5
411,,Bastiodon,,60,52,168,47,138,30,495,82.5,6,
112,,Rhydon,,105,130,120,45,45,40,440,88,1,
119,,Seaking,,80,92,65,80,80,68,385,77,1,
319,M,Sharpedo ,Mega Sharpedo,70,140,70,110,65,105,560,93.33,7,
290,,Nincada,,31,45,90,30,30,40,266,44.33,6,
475,,Gallade,,68,125,65,65,115,80,518,86.33,7,
371,,Bagon,,45,75,60,40,30,50,300,50,2,5
69,,Bellsprout,,50,75,35,70,70,40,270,54,1,
199,,Slowking,,95,75,80,100,110,30,490,81.67,2,5
264,,Linoone,,78,70,61,50,61,100,420,70,7,
479,R,Rotom ,Frost Rotom,50,65,107,105,107,86,520,86.67,6,
596,,Galvantula,,70,77,60,97,60,108,472,78.67,7,
384,M,Rayquaza ,Mega Rayquaza,105,180,100,180,100,115,780,130,7,
