Ldex,ID,ID_Ext,Name,Type,Type2,Female,Male,ID,Name,Unbreedable,ID,Name,Egg Group 1,Egg Group 2,Cycles,Steps_Gen2,Steps_Gen3,Steps_Gen4,Steps_Gen5,Steps_Gen6,ID_Ext,Name,WeightLbs,WeightKg,ID,Name,Experience type,Body,ID,ID_Ext,Name,Type1,Type2,Color,Name,ID,ID,ID_Ext,Name,Ability 1,Ability 2,Hidden,EvolutionLevel,ID,Name,ID,Name,Base friendship,ID,Name,Call_Rate_SM,Call_Rate_USUM,Habitat,Page,Ndex,Name,Type,Type2,Group,ID,Name,Type,Type2
#173,#363,363,Spheal,Ice,Water,1,1,342,Crawdaunt,,357,Tropius,Monster,Grass,25,—,6656,6630,6425,6400,763,Tsareena,47.2 lbs.,21.4 kg,431,Glameow,Fast," Pokémon with a bipedal, tailed form",#005,5,Charmeleon,Fire,,Green,Trubbish,568,308,308,Medicham,Pure Power,,Telepathy,,,,386,Deoxys,0,,,,, Rare Pokémon,Page 8,#151,Mew,Psychic,,Group F,#325,Spoink,Psychic,
#174,#364,364,Sealeo,Ice,Water,1,1,349,Feebas,,433,Chingling,Undiscovered,—,25,—,—,6630,6425,6400,343,Baltoy,47.4 lbs.,21.5 kg,432,Purugly,Fast," Pokémon with a bipedal, tailed form",#006,6,Charizard,Fire,Flying,Green,Garbodor,569,308,308M,Mega Medicham,Pure Power,,,,,,387,Turtwig,70,,,,,,,,,,,Group F,#326,Grumpig,Psychic,
#175,#365,365,Walrein,Ice,Water,1,1,350,Milotic,,358,Chimecho,Amorphous,—,25,—,6656,6630,6425,6400,701,Hawlucha,47.4 lbs.,21.5 kg,433,Chingling,Fast," Pokémon with a bipedal, tailed form",#007,7,Squirtle,Water,,Green,Solosis,577,309,309,Electrike,Static,Lightning Rod,Minus,,,,388,Grotle,70,,,,,,,,,,,Group F,#337,Lunatone,Rock,Psychic
#176,#366,366,Clamperl,Water,,1,1,351,Castform,,359,Absol,Field,—,25,—,6656,6630,6425,6400,253,Grovyle,47.6 lbs.,21.6 kg,434,Stunky,Medium Fast," Pokémon with a bipedal, tailed form",#008,8,Wartortle,Water,,Green,Duosion,578,310,310,Manectric,Static,Lightning Rod,Minus,,,,389,Torterra,70,,,,,,,,,,,Group F,#338,Solrock,Rock,Psychic
#177,#367,367,Huntail,Water,,1,1,352,Kecleon,,361,Snorunt,Fairy,Mineral,20,—,5376,5355,5140,5120,352,Kecleon,48.5 lbs.,22.0 kg,435,Skuntank,Medium Fast," Pokémon with a bipedal, tailed form",#009,9,Blastoise,Water,,Green,Reuniclus,579,310,310M,Mega Manectric,Intimidate,,,,,,390,Chimchar,70,,,,,,,,,,,Group F,#343,Baltoy,Ground,Psychic
#178,#368,368,Gorebyss,Water,,1,1,353,Shuppet,,362,Glalie,Fairy,Mineral,20,—,5376,5355,5140,5120,391,Monferno,48.5 lbs.,22.0 kg,436,Bronzor,Medium Fast," Pokémon with a bipedal, tailed form",#026,26,Raichu,Electric,,Green,Axew,610,311,311,Plusle,Plus,,Lightning Rod*,,,,391,Monferno,70,,,,,,,,,,,Group F,#344,Claydol,Ground,Psychic
#179,#369,369,Relicanth,Water,Rock,1,1,354,Banette,,478,Froslass,Fairy,Mineral,20,—,—,5355,5140,5120,603,Eelektrik,48.5 lbs.,22.0 kg,437,Bronzong,Medium Fast," Pokémon with a bipedal, tailed form",#027,27,Sandshrew,Ground,,Green,Fraxure,611,312,312,Minun,Minus,,Volt Absorb*,,,,392,Infernape,70,,,,,,,,,,,Group F,#345,Lileep,Rock,Grass
#183,#370,370,Luvdisc,Water,,1,1,355,Duskull,,363,Spheal,Water 1,Field,20,—,5376,5355,5140,5120,758,Salazzle,48.9 lbs.,22.2 kg,438,Bonsly,Medium Fast," Pokémon with a bipedal, tailed form",#028,28,Sandslash,Ground,,Green,Golett,622,313,313,Volbeat,Illuminate,Swarm,Prankster,,,,393,Piplup,70,,,,,,,,,,,Group F,#346,Cradily,Rock,Grass
#187,#371,371,Bagon,Dragon,,1,1,356,Dusclops,,364,Sealeo,Water 1,Field,20,—,5376,5355,5140,5120,802,Marshadow,48.9 lbs.,22.2 kg,439,Mime Jr.,Medium Fast," Pokémon with a bipedal, tailed form",#031,31,Nidoqueen,Poison,Ground,Green,Golurk,623,314,314,Illumise,Oblivious,Tinted Lens*,Prankster,,,,394,Prinplup,70,,,,,,,,,,,Group F,#353,Shuppet,Ghost,
#188,#372,372,Shelgon,Dragon,,1,1,357,Tropius,,365,Walrein,Water 1,Field,20,—,5376,5355,5140,5120,8,Wartortle,49.6 lbs.,22.5 kg,440,Happiny,Fast," Pokémon with a bipedal, tailed form",#034,34,Nidoking,Poison,Ground,Green,Virizion,640,406,406,Budew,Natural Cure,Poison Point,Leaf Guard,,,,395,Empoleon,70,,,,,,,,,,,Group F,#354,Banette,Ghost,
#189,#373,373,Salamence,Dragon,Flying,1,1,358,Chimecho,,366,Clamperl,Water 1,—,20,—,5376,5355,5140,5120,171,Lanturn,49.6 lbs.,22.5 kg,441,Chatot,Medium Slow," Pokémon with a bipedal, tailed form",#035,35,Clefairy,Fairy,,Green,"Tornadus
All forms",641,315,315,Roselia,Natural Cure,Poison Point,Leaf Guard,,,,396,Starly,70,,,,,,,,,,,Group F,#355,Duskull,Ghost,
#190,#374,374,Beldum,Steel,Psychic,1,1,359,Absol,,367,Huntail,Water 1,—,20,—,5376,5355,5140,5120,368,Gorebyss,49.8 lbs.,22.6 kg,442,Spiritomb,Medium Fast," Pokémon with a bipedal, tailed form",#036,36,Clefable,Fairy,,Green,Chespin,650,407,407,Roserade,Natural Cure,Poison Point,Technician,,,,397,Staravia,70,,,,,,,,,,,Group F,#356,Dusclops,Ghost,
#191,#375,375,Metang,Steel,Psychic,1,1,361,Snorunt,,368,Gorebyss,Water 1,—,20,—,5376,5355,5140,5120,394,Prinplup,50.7 lbs.,23.0 kg,443,Gible,Slow," Pokémon with a bipedal, tailed form",#054,54,Psyduck,Water,,Green,Quilladin,651,316,316,Gulpin,Liquid Ooze,Sticky Hold,Gluttony,,,,398,Staraptor,70,,,,,,,,,,,Group F,#366,Clamperl,Water,
#192,#376,376,Metagross,Steel,Psychic,1,1,362,Glalie,,369,Relicanth,Water 1,Water 2,40,—,10496,10455,10280,10240,453,Croagunk,50.7 lbs.,23.0 kg,444,Gabite,Slow," Pokémon with a bipedal, tailed form",#055,55,Golduck,Water,,Green,Chesnaught,652,317,317,Swalot,Liquid Ooze,Sticky Hold,Gluttony,,,,399,Bidoof,70,,,,,,,,,,,Group F,#367,Huntail,Water,
#193,#377,377,Regirock,Rock,,1,1,363,Spheal,,370,Luvdisc,Water 2,—,20,—,5376,5355,5140,5120,414,Mothim,51.4 lbs.,23.3 kg,445,Garchomp,Slow," Pokémon with a bipedal, tailed form",#056,56,Mankey,Fighting,,Green,Hawlucha,701,318,318,Carvanha,Rough Skin,,Speed Boost,,,,400,Bibarel,70,,,,,,,,,,,Group F,#368,Gorebyss,Water,
#194,#378,378,Regice,Ice,,1,1,364,Sealeo,,371,Bagon,Dragon,—,40,—,10496,10455,10280,10240,517,Munna,51.4 lbs.,23.3 kg,446,Munchlax,Slow," Pokémon with a bipedal, tailed form",#057,57,Primeape,Fighting,,Green,"Zygarde
50% Forme",718,319,319,Sharpedo,Rough Skin,,Speed Boost,,,,401,Kricketot,70,,,,,,,,,,,Group F,#386,Deoxys,Psychic,
#195,#379,379,Registeel,Steel,,1,1,365,Walrein,,372,Shelgon,Dragon,—,40,—,10496,10455,10280,10240,369,Relicanth,51.6 lbs.,23.4 kg,447,Riolu,Medium Slow," Pokémon with a bipedal, tailed form",#063,63,Abra,Psychic,,Green,Charjabug,737,319,319M,Mega Sharpedo,Strong Jaw,,,,,,402,Kricketune,70,,,,,,,,,,,Group F,#393,Piplup,Water,
#196,#380,380,Latias,Dragon,Psychic,1,1,366,Clamperl,,373,Salamence,Dragon,—,40,—,10496,10455,10280,10240,239,Elekid,51.8 lbs.,23.5 kg,448,Lucario,Medium Slow," Pokémon with a bipedal, tailed form",#064,64,Kadabra,Psychic,,Green,Dewpider,751,320,320,Wailmer,Water Veil,Oblivious,Pressure,,,,403,Shinx,70,,,,,,,,,,,Group F,#394,Prinplup,Water,
#197,#381,381,Latios,Dragon,Psychic,1,1,367,Huntail,,374,Beldum,Mineral,—,40,—,10496,10455,10280,10240,303M,Mega Mawile,51.8 lbs.,23.5 kg,449,Hippopotas,Slow," Pokémon with a bipedal, tailed form",#066,66,Machop,Fighting,,Green,Araquanid,752,321,321,Wailord,Water Veil,Oblivious,Pressure,,,,404,Luxio,100,,,,,,,,,,,Group F,#395,Empoleon,Water,Steel
#198,#382,382,Kyogre,Water,,1,1,368,Gorebyss,,375,Metang,Mineral,—,40,—,10496,10455,10280,10240,700,Sylveon,51.8 lbs.,23.5 kg,450,Hippowdon,Slow," Pokémon with a bipedal, tailed form",#080,80,Slowbro,Water,Psychic,Green,Comfey,764,322,322,Numel,Oblivious,Simple*,Own Tempo,,,,405,Luxray,70,,,,,,,,,,,Group F,#399,Bidoof,Normal,
#199,#383,383,Groudon,Ground,,1,1,371,Bagon,,376,Metagross,Mineral,—,40,—,10496,10455,10280,10240,340,Whiscash,52.0 lbs.,23.6 kg,451,Skorupi,Slow," Pokémon with a bipedal, tailed form",#094,94,Gengar,Ghost,Poison,Green,"Minior
Green Core",774G,323,323,Camerupt,Magma Armor,Solid Rock*,Anger Point,,,,406,Budew,70,,,,,,,,,,,Group F,#400,Bibarel,Normal,Water
#200,#384,384,Rayquaza,Dragon,Flying,1,1,372,Shelgon,,377,Regirock,Undiscovered,—,80,—,20736,20655,20560,20480,345,Lileep,52.5 lbs.,23.8 kg,452,Drapion,Slow," Pokémon with a bipedal, tailed form",#104,104,Cubone,Ground,,Green,Dhelmise,781,323,323M,Mega Camerupt,Sheer Force,,,,,,407,Roserade,70,,,,,,,,,,,Group F,#418,Buizel,Water,
#201,#385,385,Jirachi,Steel,Psychic,1,1,373,Salamence,,378,Regice,Undiscovered,—,80,—,20736,20655,20560,20480,287,Slakoth,52.9 lbs.,24.0 kg,453,Croagunk,Medium Fast," Pokémon with a bipedal, tailed form",#105,105,Marowak,Ground,,Green,Celesteela,797,324,324,Torkoal,White Smoke,Drought*,Shell Armor,,,,408,Cranidos,70,,,,,,,,,,,Group F,#419,Floatzel,Water,
#202,#386,386,Deoxys,Psychic,,1,1,396,Starly,,379,Registeel,Undiscovered,—,80,—,20736,20655,20560,20480,322,Numel,52.9 lbs.,24.0 kg,454,Toxicroak,Medium Fast," Pokémon with a bipedal, tailed form",#108,108,Lickitung,Normal,,Black,"Charizard
Mega Charizard X",006MX,325,325,Spoink,Thick Fat,Own Tempo,Gluttony,,,,409,Rampardos,70,,,,,,,,,,,Group F,#424,Ambipom,Normal,
#202,#386,386A,Deoxys,Psychic,,1,1,397,Staravia,,380,Latias,Undiscovered,—,120,—,30976,30855,30840,30720,457,Lumineon,52.9 lbs.,24.0 kg,455,Carnivine,Slow," Pokémon with a bipedal, tailed form",#112,112,Rhydon,Ground,Rock,Black,"Rattata
Alola Form",019A,326,326,Grumpig,Thick Fat,Own Tempo,Gluttony,,,,410,Shieldon,70,,,,,,,,,,,Group F,#439,Mime Jr.,Psychic,
#202,#386,386D,Deoxys,Psychic,,1,1,398,Staraptor,,381,Latios,Undiscovered,—,120,—,30976,30855,30840,30720,581,Swanna,53.4 lbs.,24.2 kg,456,Finneon,Erratic," Pokémon with a bipedal, tailed form",#113,113,Chansey,Normal,,Black,"Raticate
Alola Form",020A,327,327,Spinda,Own Tempo,Tangled Feet*,Contrary,,,,411,Bastiodon,70,,,,,,,,,,,Group F,#453,Croagunk,Poison,Fighting
#202,#386,386S,Deoxys,Psychic,,1,1,399,Bidoof,,382,Kyogre,Undiscovered,—,120,—,30976,30855,30840,30720,440,Happiny,53.8 lbs.,24.4 kg,457,Lumineon,Erratic," Pokémon with a bipedal, tailed form",#115,115,Kangaskhan,Normal,,Black,Snorlax,143,328,328,Trapinch,Hyper Cutter,Arena Trap,Sheer Force,,,,412,Burmy,70,,,,,,,,,,,Group F,#454,Toxicroak,Poison,Fighting
,,,,,,1,1,400,Bibarel,,383,Groudon,Undiscovered,—,120,—,30976,30855,30840,30720,135,Jolteon,54.0 lbs.,24.5 kg,458,Mantyke,Slow," Pokémon with a bipedal, tailed form",#125,125,Electabuzz,Electric,,Black,Umbreon,197,329,329,Vibrava,Levitate,,,,,,413,Wormadam,70,,,,,,,,,,,Group F,#461,Weavile,Dark,Ice
#001,#387,387,Turtwig,Grass,,1,1,401,Kricketot,,384,Rayquaza,Undiscovered,—,120,—,30976,30855,30840,30720,502,Dewott,54.0 lbs.,24.5 kg,459,Snover,Slow," Pokémon with a bipedal, tailed form",#126,126,Magmar,Fire,,Black,Murkrow,198,330,330,Flygon,Levitate,,,,,,414,Mothim,70,,,,,,,,,,,Group F,#470,Leafeon,Grass,
#002,#388,388,Grotle,Grass,,1,1,402,Kricketune,,385,Jirachi,Undiscovered,—,120,—,30976,30855,30840,30720,663,Talonflame,54.0 lbs.,24.5 kg,460,Abomasnow,Slow," Pokémon with a bipedal, tailed form",#141,141,Kabutops,Rock,Water,Black,"Unown
All forms",201,331,331,Cacnea,Sand Veil,,Water Absorb,,,,415,Combee,70,,,,,,,,,,,Group F,#471,Glaceon,Ice,
#003,#389,389,Torterra,Grass,Ground,1,1,403,Shinx,,386,Deoxys,Undiscovered,—,120,—,30976,30855,30840,30720,398,Staraptor,54.9 lbs.,24.9 kg,461,Weavile,Medium Slow," Pokémon with a bipedal, tailed form",#149,149,Dragonite,Dragon,Flying,Black,Sneasel,215,332,332,Cacturne,Sand Veil,,Water Absorb,,,,416,Vespiquen,70,,,,,,,,,,,Group F,#475,Gallade,Psychic,Fighting
#004,#390,390,Chimchar,Fire,,1,1,404,Luxio,,387,Turtwig,Monster,Grass,20,—,—,5355,5140,5120,1," Bulbasaur
"," 0.0 lbs.
"," 0.0 kg
",462,Magnezone,Medium Fast," Pokémon with a bipedal, tailed form",#150,150,Mewtwo,Psychic,,Black,Houndour,228,333,333,Swablu,Natural Cure,,Cloud Nine,,,,417,Pachirisu,100,,,,,,,,,,,Group F,#477,Dusknoir,Ghost,
#005,#391,391,Monferno,Fire,Fighting,1,1,405,Luxray,,388,Grotle,Monster,Grass,20,—,—,5355,5140,5120,1," Bulbasaur
"," 0.0 lbs.
"," 0.0 kg
",463,Lickilicky,Medium Fast," Pokémon with a bipedal, tailed form",#151,151,Mew,Psychic,,Black,"Houndoom
All forms",229,334,334,Altaria,Natural Cure,,Cloud Nine,,,,418,Buizel,70,,,,,,,,,,,Group G,,,,
#006,#392,392,Infernape,Fire,Fighting,1,1,407,Roserade,,389,Torterra,Monster,Grass,20,—,—,5355,5140,5120,1," Bulbasaur
"," 0.0 lbs.
"," 0.0 kg
",464,Rhyperior,Slow," Pokémon with a bipedal, tailed form",#158,158,Totodile,Water,,Black,"Mawile
All forms",303,334,334M,Mega Altaria,Pixilate,,,,,,419,Floatzel,70,,,,,,,,,,,Group G,#037,Vulpix,Fire,
#007,#393,393,Piplup,Water,,1,1,412,Burmy,,390,Chimchar,Field,Human-Like,20,—,—,5355,5140,5120,1," Bulbasaur
"," 0.0 lbs.
"," 0.0 kg
",465,Tangrowth,Medium Fast," Pokémon with a bipedal, tailed form",#159,159,Croconaw,Water,,Black,Spoink,325,335,335,Zangoose,Immunity,,Toxic Boost,,,,420,Cherubi,70,,,,,,,,,,,Group G,#038,Ninetales,Fire,
#008,#394,394,Prinplup,Water,,1,1,417,Pachirisu,,391,Monferno,Field,Human-Like,20,—,—,5355,5140,5120,117,Seadra,55.1 lbs.,25.0 kg,466,Electivire,Medium Fast," Pokémon with a bipedal, tailed form",#160,160,Feraligatr,Water,,Black,Seviper,336,336,336,Seviper,Shed Skin,,Infiltrator,,,,421,Cherrim,70,,,,,,,,,,,Group G,#052,Meowth,Normal,
#009,#395,395,Empoleon,Water,Steel,1,1,418,Buizel,,392,Infernape,Field,Human-Like,20,—,—,5355,5140,5120,136,Flareon,55.1 lbs.,25.0 kg,467,Magmortar,Medium Fast," Pokémon with a bipedal, tailed form",#173,173,Cleffa,Fairy,,Black,Claydol,344,337,337,Lunatone,Levitate,,,,,,422,Shellos,70,,,,,,,,,,,Group G,#053,Persian,Normal,
#010,#396,396,Starly,Normal,Flying,1,1,419,Floatzel,,393,Piplup,Water 1,Field,20,—,—,5355,5140,5120,159,Croconaw,55.1 lbs.,25.0 kg,468,Togekiss,Fast," Pokémon with a bipedal, tailed form",#180,180,Flaaffy,Electric,,Black,Shuppet,353,338,338,Solrock,Levitate,,,,,,423,Gastrodon,70,,,,,,,,,,,Group G,#069,Bellsprout,Grass,Poison
#011,#397,397,Staravia,Normal,Flying,1,1,420,Cherubi,,394,Prinplup,Water 1,Field,20,—,—,5355,5140,5120,726,Torracat,55.1 lbs.,25.0 kg,469,Yanmega,Medium Fast," Pokémon with a bipedal, tailed form",#181,181,Ampharos,Electric,,Black,"Banette
All forms",354,339,339,Barboach,Oblivious,Anticipation*,Hydration,,,,424,Ambipom,100,,,,,,,,,,,Group G,#071,Weepinbell,Grass,Poison
#012,#398,398,Staraptor,Normal,Flying,1,1,421,Cherrim,,395,Empoleon,Water 1,Field,20,—,—,5355,5140,5120,745Mn,Lycanroc,55.1 lbs.,25.0 kg,470,Leafeon,Medium Fast," Pokémon with a bipedal, tailed form",#183,183,Marill,Water,Fairy,Black,Duskull,355,340,340,Whiscash,Oblivious,Anticipation*,Hydration,,,,425,Drifloon,70,,,,,,,,,,,Group G,#071,Victreebel,Grass,Poison
#013,#399,399,Bidoof,Normal,,1,1,422,Shellos,,396,Starly,Flying,—,15,—,—,4080,3855,3840,795,Pheromosa,55.1 lbs.,25.0 kg,471,Glaceon,Medium Fast," Pokémon with a bipedal, tailed form",#184,184,Azumarill,Water,Fairy,Black,Dusclops,356,341,341,Corphish,Hyper Cutter,Shell Armor,Adaptability,,,,426,Drifblim,70,,,,,,,,,,,Group G,#083,Farfetch'd,Normal,Flying
#014,#400,400,Bibarel,Normal,Water,1,1,423,Gastrodon,,397,Staravia,Flying,—,15,—,—,4080,3855,3840,698,Amaura,55.6 lbs.,25.2 kg,472,Gliscor,Medium Slow," Pokémon with a bipedal, tailed form",#187,187,Hoppip,Grass,Flying,Black,Honchkrow,430,342,342,Crawdaunt,Hyper Cutter,Shell Armor,Adaptability,,,,427,Buneary,0,,,,,,,,,,,Group G,#088,Grimer,Poison,
#015,#401,401,Kricketot,Bug,,1,1,424,Ambipom,,398,Staraptor,Flying,—,15,—,—,4080,3855,3840,617,Accelgor,55.8 lbs.,25.3 kg,473,Mamoswine,Slow," Pokémon with a bipedal, tailed form",#188,188,Skiploom,Grass,Flying,Black,Chatot,441,343,343,Baltoy,Levitate,,,,,,428,Lopunny,140,,,,,,,,,,,Group G,#089,Muk,Poison,
#016,#402,402,Kricketune,Bug,,1,1,425,Drifloon,,399,Bidoof,Water 1,Field,15,—,—,4080,3855,3840,402,Kricketune,56.2 lbs.,25.5 kg,474,Porygon-Z,Medium Fast," Pokémon with a bipedal, tailed form",#189,189,Jumpluff,Grass,Flying,Black,Munchlax,446,344,344,Claydol,Levitate,,,,,,429,Mismagius,35,,,,,,,,,,,Group G,#092,Gastly,Ghost,Poison
#017,#403,403,Shinx,Electric,,1,1,426,Drifblim,,400,Bibarel,Water 1,Field,15,—,—,4080,3855,3840,470,Leafeon,56.2 lbs.,25.5 kg,475,Gallade,Slow," Pokémon with a bipedal, tailed form",#190,190,Aipom,Normal,,Black,Weavile,461,345,345,Lileep,Suction Cups,,Storm Drain,,,,430,Honchkrow,35,,,,,,,,,,,Group G,#093,Haunter,Ghost,Poison
#018,#404,404,Luxio,Electric,,1,1,427,Buneary,,401,Kricketot,Bug,—,15,—,—,4080,3855,3840,020A,Alolan Raticate,56.2 lbs.,25.5 kg,476,Probopass,Medium Fast," Pokémon with a bipedal, tailed form",#195,195,Quagsire,Water,Ground,Black,Dusknoir,477,346,346,Cradily,Suction Cups,,Storm Drain,,,,431,Glameow,70,,,,,,,,,,,Group G,#094,Gengar,Ghost,Poison
#019,#405,405,Luxray,Electric,,1,1,428,Lopunny,,402,Kricketune,Bug,—,15,—,—,4080,3855,3840,471,Glaceon,57.1 lbs.,25.9 kg,477,Dusknoir,Fast," Pokémon with a bipedal, tailed form",#199,199,Slowking,Water,Psychic,Black,"Giratina
All forms",487,347,347,Anorith,Battle Armor,,Swift Swim,,,,432,Purugly,70,,,,,,,,,,,Group G,#108,Lickitung,Normal,
#025,#406,406,Budew,Grass,Poison,1,1,429,Mismagius,,403,Shinx,Field,—,20,—,—,5355,5140,5120,733,Toucannon,57.3 lbs.,26.0 kg,478,Froslass,Medium Fast," Pokémon with a bipedal, tailed form",#210,210,Granbull,Fairy,,Black,Darkrai,491,348,348,Armaldo,Battle Armor,,Swift Swim,,,,433,Chingling,70,,,,,,,,,,,Group G,#114,Tangela,Grass,
#027,#407,407,Roserade,Grass,Poison,1,1,430,Honchkrow,,404,Luxio,Field,—,20,—,—,5355,5140,5120,696,Tyrunt,57.3 lbs.,26.0 kg,480,Uxie,Slow," Pokémon with a bipedal, tailed form",#215,215,Sneasel,Dark,Ice,Black,Blitzle,522,349,349,Feebas,Swift Swim,Oblivious*,Adaptability,,,,434,Stunky,70,,,,,,,,,,,Group G,#124,Jynx,Ice,Psychic
#036,#408,408,Cranidos,Rock,,1,1,434,Stunky,,405,Luxray,Field,—,20,—,—,5355,5140,5120,196,Espeon,58.4 lbs.,26.5 kg,481,Mesprit,Slow," Pokémon with a bipedal, tailed form",#216,216,Teddiursa,Normal,,Black,Zebstrika,523,350,350,Milotic,Marvel Scale,Competitive*,Cute Charm,,,,435,Skuntank,70,,,,,,,,,,,Group G,#194,Wooper,Water,Ground
#037,#409,409,Rampardos,Rock,,1,1,435,Skuntank,,408,Cranidos,Monster,—,30,—,—,7905,7710,7680,478,Froslass,58.6 lbs.,26.6 kg,482,Azelf,Slow," Pokémon with a bipedal, tailed form",#217,217,Ursaring,Normal,,Black,Sigilyph,561,351,351,Castform,Forecast,,,,,,436,Bronzor,70,,,,,,,,,,,Group G,#195,Quagsire,Water,Ground
#038,#410,410,Shieldon,Rock,Steel,1,1,441,Chatot,,409,Rampardos,Monster,—,30,—,—,7905,7710,7680,197,Umbreon,59.5 lbs.,27.0 kg,483,Dialga,Slow," Pokémon with a bipedal, tailed form",#235,235,Smeargle,Normal,,Black,Yamask,562,351,351S,Castform,Forecast,,,,,,437,Bronzong,70,,,,,,,,,,,Group G,#200,Misdreavus,Ghost,
#039,#411,411,Bastiodon,Rock,Steel,1,1,442,Spiritomb,,410,Shieldon,Monster,—,30,—,—,7905,7710,7680,367,Huntail,59.5 lbs.,27.0 kg,484,Palkia,Slow," Pokémon with a bipedal, tailed form",#237,237,Hitmontop,Fighting,,Black,Lampent,608,351,351R,Castform,Forecast,,,,,,438,Bonsly,70,,,,,,,,,,,Group G,#234,Stantler,Normal,
#045,#412,412,Burmy,Bug,,1,1,443,Gible,,411,Bastiodon,Monster,—,30,—,—,7905,7710,7680,455,Carnivine,59.5 lbs.,27.0 kg,485,Heatran,Slow," Pokémon with a bipedal, tailed form",#240,240,Magby,Fire,,Black,Chandelure,609,351,351H,Castform,Forecast,,,,,,439,Mime Jr.,70,,,,,,,,,,,Group G,#238,Smoochum,Ice,Psychic
#045,#412,412G,Burmy,Bug,,1,1,444,Gabite,,412,Burmy,Bug,—,15,—,—,4080,3855,3840,505,Watchog,59.5 lbs.,27.0 kg,486,Regigigas,Slow," Pokémon with a bipedal, tailed form",#241,241,Miltank,Normal,,Black,Zekrom,644,352,352,Kecleon,Color Change,,Protean*,,,,440,Happiny,140,,,,,,,,,,,Group G,#270,Lotad,Water,Grass
#045,#412,412S,Burmy,Bug,,1,1,445,Garchomp,,413,Wormadam,Bug,—,15,—,—,4080,3855,3840,430,Honchkrow,60.2 lbs.,27.3 kg,487,Giratina,Slow," Pokémon with a bipedal, tailed form",#246,246,Larvitar,Rock,Ground,Black,Scatterbug,664,353,353,Shuppet,Insomnia,Frisk*,Cursed Body,,,,441,Chatot,35,,,,,,,,,,,Group G,#271,Lombre,Water,Grass
#046,#413,413,Wormadam,Bug,Grass,1,1,449,Hippopotas,,414,Mothim,Bug,—,15,—,—,4080,3855,3840,719M,Mega Diancie,61.3 lbs.,27.8 kg,488,Cresselia,Slow," Pokémon with a bipedal, tailed form",#248,248,Tyranitar,Rock,Dark,Black,Spewpa,665,354,354,Banette,Insomnia,Frisk*,Cursed Body,,,,442,Spiritomb,70,,,,,,,,,,,Group G,#272,Ludicolo,Water,Grass
#046,#413,413G,Wormadam,Bug,Ground,1,1,450,Hippowdon,,415,Combee,Bug,—,15,—,—,4080,3855,3840,56,Mankey,61.7 lbs.,28.0 kg,489,Phione,Slow," Pokémon with a bipedal, tailed form",#252,252,Treecko,Grass,,Black,"Zygarde
10% Forme",718T,354,354M,Mega Banette,Prankster,,,,,,443,Gible,70,,,,,,,,,,,Group G,#300,Skitty,Normal,
#046,#413,413S,Wormadam,Bug,Steel,1,1,451,Skorupi,,416,Vespiquen,Bug,—,15,—,—,4080,3855,3840,215,Sneasel,61.7 lbs.,28.0 kg,490,Manaphy,Slow," Pokémon with a bipedal, tailed form",#253,253,Grovyle,Grass,,Black,"Zygarde
Complete Forme",718C,355,355,Duskull,Levitate,,Frisk*,,,,444,Gabite,70,,,,,,,,,,,Group G,#301,Delcatty,Normal,
#047,#414,414,Mothim,Bug,Flying,1,1,452,Drapion,,417,Pachirisu,Field,Fairy,10,—,—,2805,2570,2560,259,Marshtomp,61.7 lbs.,28.0 kg,491,Darkrai,Slow," Pokémon with a bipedal, tailed form",#254,254,Sceptile,Grass,,Black,Pikipek,731,356,356,Dusclops,Pressure,,Frisk*,,,,445,Garchomp,70,,,,,,,,,,,Group G,#316,Gulpin,Poison,
#053,#415,415,Combee,Bug,Flying,1,1,453,Croagunk,,418,Buizel,Water 1,Field,20,—,—,5355,5140,5120,274,Nuzleaf,61.7 lbs.,28.0 kg,492,Shaymin,Medium Slow," Pokémon with a bipedal, tailed form",#256,256,Combusken,Fire,Fighting,Black,Trumbeak,732,477,477,Dusknoir,Pressure,,Frisk*,,,,446,Munchlax,70,,,,,,,,,,,Group G,#317,Swalot,Poison,
#054,#416,416,Vespiquen,Bug,Flying,1,1,454,Toxicroak,,419,Floatzel,Water 1,Field,20,—,—,5355,5140,5120,279,Pelipper,61.7 lbs.,28.0 kg,493,Arceus,Slow," Pokémon with a bipedal, tailed form",#257,257,Blaziken,Fire,Fighting,Black,Toucannon,733,357,357,Tropius,Chlorophyll,Solar Power*,Harvest,,,,447,Riolu,70,,,,,,,,,,,Group G,#318,Carvanha,Water,Dark
#055,#417,417,Pachirisu,Electric,,1,1,455,Carnivine,,420,Cherubi,Fairy,Grass,20,—,—,5355,5140,5120,514,Simisear,61.7 lbs.,28.0 kg,494,Victini,Slow," Pokémon with a bipedal, tailed form",#259,259,Marshtomp,Water,Ground,Black,Salandit,757,433,433,Chingling,Levitate,,,,,,448,Lucario,70,,,,,,,,,,,Group G,#319,Sharpedo,Water,Dark
#056,#418,418,Buizel,Water,,1,1,456,Finneon,,421,Cherrim,Fairy,Grass,20,—,—,5355,5140,5120,556,Maractus,61.7 lbs.,28.0 kg,495,Snivy,Medium Slow," Pokémon with a bipedal, tailed form",#260,260,Swampert,Water,Ground,Black,Salazzle,758,358,358,Chimecho,Levitate,,,,,,449,Hippopotas,70,,,,,,,,,,,Group G,#327,Spinda,Normal,
