ID_1,HEX_1,Name_1,Pokcet_1,Translation_1,Type_1,ID_2,HEX_2,Name_2,Pokcet_2,ID_3,HEX_3,Name_3,Pokcet_3,ID_3Colo,HEX_3Colo,Name_3Colo,Pokcet_3Colo,ID_3XD,HEX_3XD,Name_3XD,Pokcet_3XD,ID_4,HEX_4,Name_4,Pokcet_4,ID_5,HEX_5,Name_5,Pokcet_5,ID_6,HEX_6,Name_6,Pokcet_6,ID_7,HEX_7,Name_7,Pokcet_7,ID_7LG,HEX_7LG,Name_7LG,Pokcet_7LG
,,,,,,,,,,,,,,377,0x0179,unknown,Unknown pocket,377,0x0179,unknown,Unknown pocket,377,0x0179,TM50,TMs and HMs pocket,377,0x0179,TM50,TMs and HMs pocket,377,0x0179,TM50,TMs and HMs pocket,377,0x0179,TM50,TMs pocket,377,0x0179,TM50,Unknown pocket
,,,,,,,,,,,,,,378,0x017A,unknown,Unknown pocket,378,0x017A,unknown,Unknown pocket,378,0x017A,TM51,TMs and HMs pocket,378,0x017A,TM51,TMs and HMs pocket,378,0x017A,TM51,TMs and HMs pocket,378,0x017A,TM51,TMs pocket,378,0x017A,TM51,Unknown pocket
,,,,,,,,,,,,,,379,0x017B,unknown,Unknown pocket,379,0x017B,unknown,Unknown pocket,379,0x017B,TM52,TMs and HMs pocket,379,0x017B,TM52,TMs and HMs pocket,379,0x017B,TM52,TMs and HMs pocket,379,0x017B,TM52,TMs pocket,379,0x017B,TM52,Unknown pocket
,,,,,,,,,,,,,,380,0x017C,unknown,Unknown pocket,380,0x017C,unknown,Unknown pocket,380,0x017C,TM53,TMs and HMs pocket,380,0x017C,TM53,TMs and HMs pocket,380,0x017C,TM53,TMs and HMs pocket,380,0x017C,TM53,TMs pocket,380,0x017C,TM53,Unknown pocket
,,,,,,,,,,,,,,381,0x017D,unknown,Unknown pocket,381,0x017D,unknown,Unknown pocket,381,0x017D,TM54,TMs and HMs pocket,381,0x017D,TM54,TMs and HMs pocket,381,0x017D,TM54,TMs and HMs pocket,381,0x017D,TM54,TMs pocket,381,0x017D,TM54,Unknown pocket
,,,,,,,,,,,,,,382,0x017E,unknown,Unknown pocket,382,0x017E,unknown,Unknown pocket,382,0x017E,TM55,TMs and HMs pocket,382,0x017E,TM55,TMs and HMs pocket,382,0x017E,TM55,TMs and HMs pocket,382,0x017E,TM55,TMs pocket,382,0x017E,TM55,Unknown pocket
,,,,,,,,,,,,,,383,0x017F,unknown,Unknown pocket,383,0x017F,unknown,Unknown pocket,383,0x017F,TM56,TMs and HMs pocket,383,0x017F,TM56,TMs and HMs pocket,383,0x017F,TM56,TMs and HMs pocket,383,0x017F,TM56,TMs pocket,383,0x017F,TM56,Unknown pocket
,,,,,,,,,,,,,,384,0x0180,unknown,Unknown pocket,384,0x0180,unknown,Unknown pocket,384,0x0180,TM57,TMs and HMs pocket,384,0x0180,TM57,TMs and HMs pocket,384,0x0180,TM57,TMs and HMs pocket,384,0x0180,TM57,TMs pocket,384,0x0180,TM57,Unknown pocket
,,,,,,,,,,,,,,385,0x0181,unknown,Unknown pocket,385,0x0181,unknown,Unknown pocket,385,0x0181,TM58,TMs and HMs pocket,385,0x0181,TM58,TMs and HMs pocket,385,0x0181,TM58,TMs and HMs pocket,385,0x0181,TM58,TMs pocket,385,0x0181,TM58,Unknown pocket
,,,,,,,,,,,,,,386,0x0182,unknown,Unknown pocket,386,0x0182,unknown,Unknown pocket,386,0x0182,TM59,TMs and HMs pocket,386,0x0182,TM59,TMs and HMs pocket,386,0x0182,TM59,TMs and HMs pocket,386,0x0182,TM59,TMs pocket,386,0x0182,TM59,Unknown pocket
,,,,,,,,,,,,,,387,0x0183,unknown,Unknown pocket,387,0x0183,unknown,Unknown pocket,387,0x0183,TM60,TMs and HMs pocket,387,0x0183,TM60,TMs and HMs pocket,387,0x0183,TM60,TMs and HMs pocket,387,0x0183,TM60,TMs pocket,387,0x0183,TM60,Unknown pocket
,,,,,,,,,,,,,,388,0x0184,unknown,Unknown pocket,388,0x0184,unknown,Unknown pocket,388,0x0184,TM61,TMs and HMs pocket,388,0x0184,TM61,TMs and HMs pocket,388,0x0184,TM61,TMs and HMs pocket,388,0x0184,TM61,TMs pocket,388,0x0184,TM61,Unknown pocket
,,,,,,,,,,,,,,389,0x0185,unknown,Unknown pocket,389,0x0185,unknown,Unknown pocket,389,0x0185,TM62,TMs and HMs pocket,389,0x0185,TM62,TMs and HMs pocket,389,0x0185,TM62,TMs and HMs pocket,389,0x0185,TM62,TMs pocket,389,0x0185,TM62,Unknown pocket
,,,,,,,,,,,,,,390,0x0186,unknown,Unknown pocket,390,0x0186,unknown,Unknown pocket,390,0x0186,TM63,TMs and HMs pocket,390,0x0186,TM63,TMs and HMs pocket,390,0x0186,TM63,TMs and HMs pocket,390,0x0186,TM63,TMs pocket,390,0x0186,TM63,Unknown pocket
,,,,,,,,,,,,,,391,0x0187,unknown,Unknown pocket,391,0x0187,unknown,Unknown pocket,391,0x0187,TM64,TMs and HMs pocket,391,0x0187,TM64,TMs and HMs pocket,391,0x0187,TM64,TMs and HMs pocket,391,0x0187,TM64,TMs pocket,391,0x0187,TM64,Unknown pocket
,,,,,,,,,,,,,,392,0x0188,unknown,Unknown pocket,392,0x0188,unknown,Unknown pocket,392,0x0188,TM65,TMs and HMs pocket,392,0x0188,TM65,TMs and HMs pocket,392,0x0188,TM65,TMs and HMs pocket,392,0x0188,TM65,TMs pocket,392,0x0188,TM65,Unknown pocket
,,,,,,,,,,,,,,393,0x0189,unknown,Unknown pocket,393,0x0189,unknown,Unknown pocket,393,0x0189,TM66,TMs and HMs pocket,393,0x0189,TM66,TMs and HMs pocket,393,0x0189,TM66,TMs and HMs pocket,393,0x0189,TM66,TMs pocket,393,0x0189,TM66,Unknown pocket
,,,,,,,,,,,,,,394,0x018A,unknown,Unknown pocket,394,0x018A,unknown,Unknown pocket,394,0x018A,TM67,TMs and HMs pocket,394,0x018A,TM67,TMs and HMs pocket,394,0x018A,TM67,TMs and HMs pocket,394,0x018A,TM67,TMs pocket,394,0x018A,TM67,Unknown pocket
,,,,,,,,,,,,,,395,0x018B,unknown,Unknown pocket,395,0x018B,unknown,Unknown pocket,395,0x018B,TM68,TMs and HMs pocket,395,0x018B,TM68,TMs and HMs pocket,395,0x018B,TM68,TMs and HMs pocket,395,0x018B,TM68,TMs pocket,395,0x018B,TM68,Unknown pocket
,,,,,,,,,,,,,,396,0x018C,unknown,Unknown pocket,396,0x018C,unknown,Unknown pocket,396,0x018C,TM69,TMs and HMs pocket,396,0x018C,TM69,TMs and HMs pocket,396,0x018C,TM69,TMs and HMs pocket,396,0x018C,TM69,TMs pocket,396,0x018C,TM69,Unknown pocket
,,,,,,,,,,,,,,397,0x018D,unknown,Unknown pocket,397,0x018D,unknown,Unknown pocket,397,0x018D,TM70,TMs and HMs pocket,397,0x018D,TM70,TMs and HMs pocket,397,0x018D,TM70,TMs and HMs pocket,397,0x018D,TM70,TMs pocket,397,0x018D,TM70,Unknown pocket
,,,,,,,,,,,,,,398,0x018E,unknown,Unknown pocket,398,0x018E,unknown,Unknown pocket,398,0x018E,TM71,TMs and HMs pocket,398,0x018E,TM71,TMs and HMs pocket,398,0x018E,TM71,TMs and HMs pocket,398,0x018E,TM71,TMs pocket,398,0x018E,TM71,Unknown pocket
,,,,,,,,,,,,,,399,0x018F,unknown,Unknown pocket,399,0x018F,unknown,Unknown pocket,399,0x018F,TM72,TMs and HMs pocket,399,0x018F,TM72,TMs and HMs pocket,399,0x018F,TM72,TMs and HMs pocket,399,0x018F,TM72,TMs pocket,399,0x018F,TM72,Unknown pocket
,,,,,,,,,,,,,,400,0x0190,unknown,Unknown pocket,400,0x0190,unknown,Unknown pocket,400,0x0190,TM73,TMs and HMs pocket,400,0x0190,TM73,TMs and HMs pocket,400,0x0190,TM73,TMs and HMs pocket,400,0x0190,TM73,TMs pocket,400,0x0190,TM73,Unknown pocket
,,,,,,,,,,,,,,401,0x0191,unknown,Unknown pocket,401,0x0191,unknown,Unknown pocket,401,0x0191,TM74,TMs and HMs pocket,401,0x0191,TM74,TMs and HMs pocket,401,0x0191,TM74,TMs and HMs pocket,401,0x0191,TM74,TMs pocket,401,0x0191,TM74,Unknown pocket
,,,,,,,,,,,,,,402,0x0192,unknown,Unknown pocket,402,0x0192,unknown,Unknown pocket,402,0x0192,TM75,TMs and HMs pocket,402,0x0192,TM75,TMs and HMs pocket,402,0x0192,TM75,TMs and HMs pocket,402,0x0192,TM75,TMs pocket,402,0x0192,TM75,Unknown pocket
,,,,,,,,,,,,,,403,0x0193,unknown,Unknown pocket,403,0x0193,unknown,Unknown pocket,403,0x0193,TM76,TMs and HMs pocket,403,0x0193,TM76,TMs and HMs pocket,403,0x0193,TM76,TMs and HMs pocket,403,0x0193,TM76,TMs pocket,403,0x0193,TM76,Unknown pocket
,,,,,,,,,,,,,,404,0x0194,unknown,Unknown pocket,404,0x0194,unknown,Unknown pocket,404,0x0194,TM77,TMs and HMs pocket,404,0x0194,TM77,TMs and HMs pocket,404,0x0194,TM77,TMs and HMs pocket,404,0x0194,TM77,TMs pocket,404,0x0194,TM77,Unknown pocket
,,,,,,,,,,,,,,405,0x0195,unknown,Unknown pocket,405,0x0195,unknown,Unknown pocket,405,0x0195,TM78,TMs and HMs pocket,405,0x0195,TM78,TMs and HMs pocket,405,0x0195,TM78,TMs and HMs pocket,405,0x0195,TM78,TMs pocket,405,0x0195,TM78,Unknown pocket
,,,,,,,,,,,,,,406,0x0196,unknown,Unknown pocket,406,0x0196,unknown,Unknown pocket,406,0x0196,TM79,TMs and HMs pocket,406,0x0196,TM79,TMs and HMs pocket,406,0x0196,TM79,TMs and HMs pocket,406,0x0196,TM79,TMs pocket,406,0x0196,TM79,Unknown pocket
,,,,,,,,,,,,,,407,0x0197,unknown,Unknown pocket,407,0x0197,unknown,Unknown pocket,407,0x0197,TM80,TMs and HMs pocket,407,0x0197,TM80,TMs and HMs pocket,407,0x0197,TM80,TMs and HMs pocket,407,0x0197,TM80,TMs pocket,407,0x0197,TM80,Unknown pocket
,,,,,,,,,,,,,,408,0x0198,unknown,Unknown pocket,408,0x0198,unknown,Unknown pocket,408,0x0198,TM81,TMs and HMs pocket,408,0x0198,TM81,TMs and HMs pocket,408,0x0198,TM81,TMs and HMs pocket,408,0x0198,TM81,TMs pocket,408,0x0198,TM81,Unknown pocket
,,,,,,,,,,,,,,409,0x0199,unknown,Unknown pocket,409,0x0199,unknown,Unknown pocket,409,0x0199,TM82,TMs and HMs pocket,409,0x0199,TM82,TMs and HMs pocket,409,0x0199,TM82,TMs and HMs pocket,409,0x0199,TM82,TMs pocket,409,0x0199,TM82,Unknown pocket
,,,,,,,,,,,,,,410,0x019A,unknown,Unknown pocket,410,0x019A,unknown,Unknown pocket,410,0x019A,TM83,TMs and HMs pocket,410,0x019A,TM83,TMs and HMs pocket,410,0x019A,TM83,TMs and HMs pocket,410,0x019A,TM83,TMs pocket,410,0x019A,TM83,Unknown pocket
,,,,,,,,,,,,,,411,0x019B,unknown,Unknown pocket,411,0x019B,unknown,Unknown pocket,411,0x019B,TM84,TMs and HMs pocket,411,0x019B,TM84,TMs and HMs pocket,411,0x019B,TM84,TMs and HMs pocket,411,0x019B,TM84,TMs pocket,411,0x019B,TM84,Unknown pocket
,,,,,,,,,,,,,,412,0x019C,unknown,Unknown pocket,412,0x019C,unknown,Unknown pocket,412,0x019C,TM85,TMs and HMs pocket,412,0x019C,TM85,TMs and HMs pocket,412,0x019C,TM85,TMs and HMs pocket,412,0x019C,TM85,TMs pocket,412,0x019C,TM85,Unknown pocket
,,,,,,,,,,,,,,413,0x019D,unknown,Unknown pocket,413,0x019D,unknown,Unknown pocket,413,0x019D,TM86,TMs and HMs pocket,413,0x019D,TM86,TMs and HMs pocket,413,0x019D,TM86,TMs and HMs pocket,413,0x019D,TM86,TMs pocket,413,0x019D,TM86,Unknown pocket
,,,,,,,,,,,,,,414,0x019E,unknown,Unknown pocket,414,0x019E,unknown,Unknown pocket,414,0x019E,TM87,TMs and HMs pocket,414,0x019E,TM87,TMs and HMs pocket,414,0x019E,TM87,TMs and HMs pocket,414,0x019E,TM87,TMs pocket,414,0x019E,TM87,Unknown pocket
,,,,,,,,,,,,,,415,0x019F,unknown,Unknown pocket,415,0x019F,unknown,Unknown pocket,415,0x019F,TM88,TMs and HMs pocket,415,0x019F,TM88,TMs and HMs pocket,415,0x019F,TM88,TMs and HMs pocket,415,0x019F,TM88,TMs pocket,415,0x019F,TM88,Unknown pocket
,,,,,,,,,,,,,,416,0x01A0,unknown,Unknown pocket,416,0x01A0,unknown,Unknown pocket,416,0x01A0,TM89,TMs and HMs pocket,416,0x01A0,TM89,TMs and HMs pocket,416,0x01A0,TM89,TMs and HMs pocket,416,0x01A0,TM89,TMs pocket,416,0x01A0,TM89,Unknown pocket
,,,,,,,,,,,,,,417,0x01A1,unknown,Unknown pocket,417,0x01A1,unknown,Unknown pocket,417,0x01A1,TM90,TMs and HMs pocket,417,0x01A1,TM90,TMs and HMs pocket,417,0x01A1,TM90,TMs and HMs pocket,417,0x01A1,TM90,TMs pocket,417,0x01A1,TM90,Unknown pocket
,,,,,,,,,,,,,,418,0x01A2,unknown,Unknown pocket,418,0x01A2,unknown,Unknown pocket,418,0x01A2,TM91,TMs and HMs pocket,418,0x01A2,TM91,TMs and HMs pocket,418,0x01A2,TM91,TMs and HMs pocket,418,0x01A2,TM91,TMs pocket,418,0x01A2,TM91,Unknown pocket
,,,,,,,,,,,,,,419,0x01A3,unknown,Unknown pocket,419,0x01A3,unknown,Unknown pocket,419,0x01A3,TM92,TMs and HMs pocket,419,0x01A3,TM92,TMs and HMs pocket,419,0x01A3,TM92,TMs and HMs pocket,419,0x01A3,TM92,TMs pocket,419,0x01A3,TM92,Unknown pocket
,,,,,,,,,,,,,,420,0x01A4,unknown,Unknown pocket,420,0x01A4,unknown,Unknown pocket,420,0x01A4,HM01,TMs and HMs pocket,420,0x01A4,HM01,TMs and HMs pocket,420,0x01A4,HM01,TMs and HMs pocket,420,0x01A4,HM01,TMs pocket,420,0x01A4,HM01,Unknown pocket
,,,,,,,,,,,,,,421,0x01A5,unknown,Unknown pocket,421,0x01A5,unknown,Unknown pocket,421,0x01A5,HM02,TMs and HMs pocket,421,0x01A5,HM02,TMs and HMs pocket,421,0x01A5,HM02,TMs and HMs pocket,421,0x01A5,HM02,TMs pocket,421,0x01A5,HM02,Unknown pocket
,,,,,,,,,,,,,,422,0x01A6,unknown,Unknown pocket,422,0x01A6,unknown,Unknown pocket,422,0x01A6,HM03,TMs and HMs pocket,422,0x01A6,HM03,TMs and HMs pocket,422,0x01A6,HM03,TMs and HMs pocket,422,0x01A6,HM03,TMs pocket,422,0x01A6,HM03,Unknown pocket
,,,,,,,,,,,,,,423,0x01A7,unknown,Unknown pocket,423,0x01A7,unknown,Unknown pocket,423,0x01A7,HM04,TMs and HMs pocket,423,0x01A7,HM04,TMs and HMs pocket,423,0x01A7,HM04,TMs and HMs pocket,423,0x01A7,HM04,TMs pocket,423,0x01A7,HM04,Unknown pocket
,,,,,,,,,,,,,,424,0x01A8,unknown,Unknown pocket,424,0x01A8,unknown,Unknown pocket,424,0x01A8,HM05,TMs and HMs pocket,424,0x01A8,HM05,TMs and HMs pocket,424,0x01A8,HM05,TMs and HMs pocket,424,0x01A8,HM05,TMs pocket,424,0x01A8,HM05,Unknown pocket
,,,,,,,,,,,,,,425,0x01A9,unknown,Unknown pocket,425,0x01A9,unknown,Unknown pocket,425,0x01A9,HM06,TMs and HMs pocket,425,0x01A9,HM06,TMs and HMs pocket,425,0x01A9,HM06*,TMs and HMs pocket,425,0x01A9,HM06,TMs pocket,425,0x01A9,HM06,Unknown pocket
,,,,,,,,,,,,,,426,0x01AA,unknown,Unknown pocket,426,0x01AA,unknown,Unknown pocket,426,0x01AA,HM07,TMs and HMs pocket,426,0x01AA,unknown,Unknown pocket,425,0x01A9,HM06*,TMs and HMs pocket,426,0x01AA,???,Unknown pocket,426,0x01AA,???,Unknown pocket
,,,,,,,,,,,,,,427,0x01AB,unknown,Unknown pocket,427,0x01AB,unknown,Unknown pocket,427,0x01AB,HM08,TMs and HMs pocket,427,0x01AB,unknown,Unknown pocket,426,0x01AA,unknown,Unknown pocket,427,0x01AB,???,Unknown pocket,427,0x01AB,???,Unknown pocket
,,,,,,,,,,,,,,428,0x01AC,unknown,Unknown pocket,428,0x01AC,unknown,Unknown pocket,428,0x01AC,Explorer Kit*,Key items pocket,428,0x01AC,Explorer Kit,Key items pocket,427,0x01AB,unknown,Unknown pocket,428,0x01AC,Explorer Kit,Key items pocket,428,0x01AC,Explorer Kit,Unknown pocket
,,,,,,,,,,,,,,429,0x01AD,unknown,Unknown pocket,429,0x01AD,unknown,Unknown pocket,429,0x01AD,Loot Sack,Key items pocket,429,0x01AD,Loot Sack,Key items pocket,428,0x01AC,Explorer Kit,Key items pocket,429,0x01AD,Loot Sack,Key items pocket,429,0x01AD,Loot Sack,Unknown pocket
,,,,,,,,,,,,,,430,0x01AE,unknown,Unknown pocket,430,0x01AE,unknown,Unknown pocket,430,0x01AE,Rule Book,Key items pocket,430,0x01AE,Rule Book,Key items pocket,429,0x01AD,Loot Sack,Key items pocket,430,0x01AE,Rule Book,Key items pocket,430,0x01AE,Rule Book,Unknown pocket
,,,,,,,,,,,,,,431,0x01AF,unknown,Unknown pocket,431,0x01AF,unknown,Unknown pocket,431,0x01AF,Poké Radar,Key items pocket,431,0x01AF,Poké Radar,Key items pocket,430,0x01AE,Rule Book,Key items pocket,431,0x01AF,Poké Radar,Key items pocket,431,0x01AF,Poké Radar,Unknown pocket
,,,,,,,,,,,,,,432,0x01B0,unknown,Unknown pocket,432,0x01B0,unknown,Unknown pocket,432,0x01B0,Point Card,Key items pocket,432,0x01B0,Point Card,Key items pocket,431,0x01AF,Poké Radar,Key items pocket,432,0x01B0,Point Card,Key items pocket,432,0x01B0,Point Card,Unknown pocket
,,,,,,,,,,,,,,433,0x01B1,unknown,Unknown pocket,433,0x01B1,unknown,Unknown pocket,433,0x01B1,Journal,Key items pocket,433,0x01B1,Journal,Key items pocket,432,0x01B0,Point Card,Key items pocket,433,0x01B1,Journal,Key items pocket,433,0x01B1,Journal,Unknown pocket
,,,,,,,,,,,,,,434,0x01B2,unknown,Unknown pocket,434,0x01B2,unknown,Unknown pocket,434,0x01B2,Seal Case,Key items pocket,434,0x01B2,Seal Case,Key items pocket,433,0x01B1,Journal,Key items pocket,434,0x01B2,Seal Case,Key items pocket,434,0x01B2,Seal Case,Unknown pocket
,,,,,,,,,,,,,,435,0x01B3,unknown,Unknown pocket,435,0x01B3,unknown,Unknown pocket,435,0x01B3,Fashion Case,Key items pocket,435,0x01B3,Fashion Case,Key items pocket,434,0x01B2,Seal Case,Key items pocket,435,0x01B3,Fashion Case,Key items pocket,435,0x01B3,Fashion Case,Unknown pocket
,,,,,,,,,,,,,,436,0x01B4,unknown,Unknown pocket,436,0x01B4,unknown,Unknown pocket,436,0x01B4,Seal Bag,Key items pocket,436,0x01B4,Seal Bag,Key items pocket,435,0x01B3,Fashion Case,Key items pocket,436,0x01B4,Seal Bag,Key items pocket,436,0x01B4,Seal Bag,Unknown pocket
,,,,,,,,,,,,,,437,0x01B5,unknown,Unknown pocket,437,0x01B5,unknown,Unknown pocket,437,0x01B5,Pal Pad,Key items pocket,437,0x01B5,Pal Pad,Key items pocket,436,0x01B4,Seal Bag,Key items pocket,437,0x01B5,Pal Pad,Key items pocket,437,0x01B5,Pal Pad,Unknown pocket
,,,,,,,,,,,,,,438,0x01B6,unknown,Unknown pocket,438,0x01B6,unknown,Unknown pocket,438,0x01B6,Works Key,Key items pocket,438,0x01B6,Works Key,Key items pocket,437,0x01B5,Pal Pad,Key items pocket,438,0x01B6,Works Key,Key items pocket,438,0x01B6,Works Key,Unknown pocket
,,,,,,,,,,,,,,439,0x01B7,unknown,Unknown pocket,439,0x01B7,unknown,Unknown pocket,439,0x01B7,Old Charm,Key items pocket,439,0x01B7,Old Charm,Key items pocket,438,0x01B6,Works Key,Key items pocket,439,0x01B7,Old Charm,Key items pocket,439,0x01B7,Old Charm,Unknown pocket
,,,,,,,,,,,,,,440,0x01B8,unknown,Unknown pocket,440,0x01B8,unknown,Unknown pocket,440,0x01B8,Galactic Key,Key items pocket,440,0x01B8,Galactic Key,Key items pocket,439,0x01B7,Old Charm,Key items pocket,440,0x01B8,Galactic Key,Key items pocket,440,0x01B8,Galactic Key,Unknown pocket
,,,,,,,,,,,,,,441,0x01B9,unknown,Unknown pocket,441,0x01B9,unknown,Unknown pocket,441,0x01B9,Red Chain,Key items pocket,441,0x01B9,Red Chain,Key items pocket,440,0x01B8,Galactic Key,Key items pocket,441,0x01B9,Red Chain,Key items pocket,441,0x01B9,Red Chain,Unknown pocket
,,,,,,,,,,,,,,442,0x01BA,unknown,Unknown pocket,442,0x01BA,unknown,Unknown pocket,442,0x01BA,Town Map,Key items pocket,442,0x01BA,Town Map,Key items pocket,441,0x01B9,Red Chain,Key items pocket,442,0x01BA,Town Map,Key items pocket,442,0x01BA,Town Map,Unknown pocket
,,,,,,,,,,,,,,443,0x01BB,unknown,Unknown pocket,443,0x01BB,unknown,Unknown pocket,443,0x01BB,Vs. Seeker,Key items pocket,443,0x01BB,Vs. Seeker,Key items pocket,442,0x01BA,Town Map,Key items pocket,443,0x01BB,Vs. Seeker,Key items pocket,443,0x01BB,Vs. Seeker,Unknown pocket
,,,,,,,,,,,,,,444,0x01BC,unknown,Unknown pocket,444,0x01BC,unknown,Unknown pocket,444,0x01BC,Coin Case,Key items pocket,444,0x01BC,Coin Case,Key items pocket,443,0x01BB,Vs. Seeker,Key items pocket,444,0x01BC,Coin Case,Key items pocket,444,0x01BC,Coin Case,Unknown pocket
,,,,,,,,,,,,,,445,0x01BD,unknown,Unknown pocket,445,0x01BD,unknown,Unknown pocket,445,0x01BD,Old Rod,Key items pocket,445,0x01BD,Old Rod,Key items pocket,444,0x01BC,Coin Case,Key items pocket,445,0x01BD,Old Rod,Key items pocket,445,0x01BD,Old Rod,Unknown pocket
,,,,,,,,,,,,,,446,0x01BE,unknown,Unknown pocket,446,0x01BE,unknown,Unknown pocket,446,0x01BE,Good Rod,Key items pocket,446,0x01BE,Good Rod,Key items pocket,445,0x01BD,Old Rod,Key items pocket,446,0x01BE,Good Rod,Key items pocket,446,0x01BE,Good Rod,Unknown pocket
,,,,,,,,,,,,,,447,0x01BF,unknown,Unknown pocket,447,0x01BF,unknown,Unknown pocket,447,0x01BF,Super Rod,Key items pocket,447,0x01BF,Super Rod,Key items pocket,446,0x01BE,Good Rod,Key items pocket,447,0x01BF,Super Rod,Key items pocket,447,0x01BF,Super Rod,Unknown pocket
,,,,,,,,,,,,,,448,0x01C0,unknown,Unknown pocket,448,0x01C0,unknown,Unknown pocket,448,0x01C0,Sprayduck,Key items pocket,448,0x01C0,Sprayduck,Key items pocket,447,0x01BF,Super Rod,Key items pocket,448,0x01C0,Sprayduck,Key items pocket,448,0x01C0,Sprayduck,Unknown pocket
,,,,,,,,,,,,,,449,0x01C1,unknown,Unknown pocket,449,0x01C1,unknown,Unknown pocket,449,0x01C1,Poffin Case,Key items pocket,449,0x01C1,Poffin Case,Key items pocket,448,0x01C0,Sprayduck,Key items pocket,449,0x01C1,Poffin Case,Key items pocket,449,0x01C1,Poffin Case,Unknown pocket
,,,,,,,,,,,,,,450,0x01C2,unknown,Unknown pocket,450,0x01C2,unknown,Unknown pocket,450,0x01C2,Bicycle,Key items pocket,450,0x01C2,Bicycle,Key items pocket,449,0x01C1,Poffin Case,Key items pocket,450,0x01C2,Bike,Key items pocket,450,0x01C2,Bike,Unknown pocket
,,,,,,,,,,,,,,451,0x01C3,unknown,Unknown pocket,451,0x01C3,unknown,Unknown pocket,451,0x01C3,Suite Key,Key items pocket,451,0x01C3,Suite Key,Key items pocket,450,0x01C2,Bicycle*,Key items pocket,451,0x01C3,Suite Key,Key items pocket,451,0x01C3,Suite Key,Unknown pocket
,,,,,,,,,,,,,,452,0x01C4,unknown,Unknown pocket,452,0x01C4,unknown,Unknown pocket,452,0x01C4,Oak's Letter,Key items pocket,452,0x01C4,Oak's Letter,Key items pocket,450,0x01C2,Bike*,Key items pocket,452,0x01C4,Oak's Letter,Key items pocket,452,0x01C4,Oak's Letter,Unknown pocket
,,,,,,,,,,,,,,453,0x01C5,unknown,Unknown pocket,453,0x01C5,unknown,Unknown pocket,453,0x01C5,Lunar Wing,Key items pocket,453,0x01C5,Lunar Wing,Key items pocket,451,0x01C3,Suite Key,Key items pocket,453,0x01C5,Lunar Wing,Key items pocket,453,0x01C5,Lunar Wing,Unknown pocket
,,,,,,,,,,,,,,454,0x01C6,unknown,Unknown pocket,454,0x01C6,unknown,Unknown pocket,454,0x01C6,Member Card,Key items pocket,454,0x01C6,Member Card,Key items pocket,452,0x01C4,Oak's Letter,Key items pocket,454,0x01C6,Member Card,Key items pocket,454,0x01C6,Member Card,Unknown pocket
,,,,,,,,,,,,,,455,0x01C7,unknown,Unknown pocket,455,0x01C7,unknown,Unknown pocket,455,0x01C7,Azure Flute,Key items pocket,455,0x01C7,Azure Flute,Key items pocket,453,0x01C5,Lunar Wing,Key items pocket,455,0x01C7,Azure Flute,Key items pocket,455,0x01C7,Azure Flute,Unknown pocket
,,,,,,,,,,,,,,456,0x01C8,unknown,Unknown pocket,456,0x01C8,unknown,Unknown pocket,456,0x01C8,S.S. Ticket,Key items pocket,456,0x01C8,S.S. Ticket,Key items pocket,454,0x01C6,Member Card,Key items pocket,456,0x01C8,S.S. Ticket,Key items pocket,456,0x01C8,S.S. Ticket,Unknown pocket
,,,,,,,,,,,,,,457,0x01C9,unknown,Unknown pocket,457,0x01C9,unknown,Unknown pocket,457,0x01C9,Contest Pass,Key items pocket,457,0x01C9,Contest Pass,Key items pocket,455,0x01C7,Azure Flute,Key items pocket,457,0x01C9,Contest Pass,Key items pocket,457,0x01C9,Contest Pass,Unknown pocket
,,,,,,,,,,,,,,458,0x01CA,unknown,Unknown pocket,458,0x01CA,unknown,Unknown pocket,458,0x01CA,Magma Stone,Key items pocket,458,0x01CA,Magma Stone,Key items pocket,456,0x01C8,S.S. Ticket,Key items pocket,458,0x01CA,Magma Stone,Key items pocket,458,0x01CA,Magma Stone,Unknown pocket
,,,,,,,,,,,,,,459,0x01CB,unknown,Unknown pocket,459,0x01CB,unknown,Unknown pocket,459,0x01CB,Parcel,Key items pocket,459,0x01CB,Parcel,Key items pocket,457,0x01C9,Contest Pass,Key items pocket,459,0x01CB,Parcel,Key items pocket,459,0x01CB,Parcel,Unknown pocket
,,,,,,,,,,,,,,460,0x01CC,unknown,Unknown pocket,460,0x01CC,unknown,Unknown pocket,460,0x01CC,Coupon 1,Key items pocket,460,0x01CC,Coupon 1,Key items pocket,458,0x01CA,Magma Stone,Key items pocket,460,0x01CC,Coupon 1,Key items pocket,460,0x01CC,Coupon 1,Unknown pocket
,,,,,,,,,,,,,,461,0x01CD,unknown,Unknown pocket,461,0x01CD,unknown,Unknown pocket,461,0x01CD,Coupon 2,Key items pocket,461,0x01CD,Coupon 2,Key items pocket,459,0x01CB,Parcel,Key items pocket,461,0x01CD,Coupon 2,Key items pocket,461,0x01CD,Coupon 2,Unknown pocket
,,,,,,,,,,,,,,462,0x01CE,unknown,Unknown pocket,462,0x01CE,unknown,Unknown pocket,462,0x01CE,Coupon 3,Key items pocket,462,0x01CE,Coupon 3,Key items pocket,460,0x01CC,Coupon 1,Key items pocket,462,0x01CE,Coupon 3,Key items pocket,462,0x01CE,Coupon 3,Unknown pocket
