ID,Name,English,Japanese,Romaji,French,German,Italian,Spanish,Korean,Chinese,ID,Name,Cat_EN,Cat_JP,CAT_JP_T
234,Stantler,Big Horn,おおツノ,Ō Tsuno,Maxi Corne,Vielender,Grancorno,Gran Cuerno,큰뿔 Keun Ppul,大角 Dàjiǎo / Daaihgok,234,Stantler,Big Horn Pokémon,おおツノポケモン,Big Horn Pokémon
235,Smeargle,Painter,えかき,Ekaki,Peintre,Maler,Pittore,Pintor,그림장이 Geurimjang-i,畫畫 / 画画 Huàhuà / Wáwá,235,Smeargle,Painter Pokémon,えかきポケモン,Painter Pokémon
236,Tyrogue,Scuffle,けんか,Kenka,Bagarreur,Racker,Baruffa,Peleón,싸움 Ssaum,打鬥 / 打斗 Dǎdòu / Dādau,236,Tyrogue,Scuffle Pokémon,けんかポケモン,Scuffle Pokémon
237,Hitmontop,Handstand,さかだち,Sakadachi,Poirier,Kopfstand,Verticale,Boca Abajo,물구나무 Mulgunamu,倒立 Dàolì / Dóulaahp,237,Hitmontop,Handstand Pokémon,さかだちポケモン,Headstand Pokémon
238,Smoochum,Kiss,くちづけ,Kuchidzuke,Bisou,Kuss,Bacio,Beso,뽀뽀 Ppoppo,親吻 / 亲吻 Qīnwěn / Chānmáhn,238,Smoochum,Kiss Pokémon,くちづけポケモン,Kiss Pokémon
239,Elekid,Electric,でんき,Denki,Électrique,Elektro,Elettrico,Eléctrico,전류 Jeonryu,電氣 / 电气 Diànqì / Dihnhei,239,Elekid,Electric Pokémon,でんきポケモン,Electric Pokémon
240,Magby,Live Coal,ひだね,Hidane,Charbon,Glutherd,Carbonvivo,Ascuas,불씨 Bulssi,火種 / 火种 Huǒzhǒng / Fójúng,240,Magby,Live Coal Pokémon,ひだねポケモン,Live Coal Pokémon
241,Miltank,Milk Cow,ちちうし,Chichi Ushi,Vachalait,Milchkuh,Bovino,Lechera,젖소 Jeot So,乳牛 / 奶牛 Rǔniú / Nǎiniú / Yúh'ngàuh,241,Miltank,Milk Cow Pokémon,ちちうしポケモン,Dairy Cow Pokémon
242,Blissey,Happiness,しあわせ,Shiawase,Bonheur,Freude,Felicità,Felicidad,행복 Haengbok,幸福 Xìngfú / Hahngfūk,242,Blissey,Happiness Pokémon,しあわせポケモン,Happiness Pokémon
243,Raikou,Thunder,いかずち,Ikazuchi,Foudre,Donner,Tuono,Trueno,우뢰 Uroe,天雷 Tiānléi / Tīnlèuih,243,Raikou,Thunder Pokémon,いかずちポケモン,Thunder Pokémon
244,Entei,Volcano,かざん,Kazan,Volcan,Vulkan,Vulcano,Volcán,화산 Hwasan,火山 Huǒshān / Fósāan,244,Entei,Volcano Pokémon,かざんポケモン,Volcano Pokémon
245,Suicune,Aurora,オーロラ,Ōrora,Aurore,Polarlicht,Aurora,Aurora,오로라 Aurora,極光 / 极光 Jíguāng / Gihkgwōng,245,Suicune,Aurora Pokémon,オーロラポケモン,Aurora Pokémon
246,Larvitar,Rock Skin,いわはだ,Iwa Hada,Peaupierre,Felshaut,Peldisasso,Piel Roca,바위표면 Bawi Pyomyeon,岩石膚 / 岩石肤 Yánshífū / Ngàahmdaamfū,246,Larvitar,Rock Skin Pokémon,いわはだポケモン,Rock Skin Pokémon
247,Pupitar,Hard Shell,だんがん,Dangan,Carapadure,Hartschale,Guscioduro,Caparazón,탄환 Tanhwan,子彈 / 子弹 Zǐdàn / Jídaahn,247,Pupitar,Hard Shell Pokémon,だんがんポケモン,Bullet Pokémon
248,Tyranitar,Armor,よろい,Yoroi,Armure,Panzer,Armatura,Coraza,갑옷 Gabot,鎧甲 / 铠甲 Kǎijiǎ / Hóigaap,248,Tyranitar,Armor Pokémon,よろいポケモン,Armor Pokémon
249,Lugia,Diving,せんすい,Sensui,Plongeon,Taucher,Immersione,Buceo,잠수 Jamsu,潛水 / 潜水 Qiánshuǐ / Chìhmséui,249,Lugia,Diving Pokémon,せんすいポケモン,Diving Pokémon
250,Ho-Oh,Rainbow,にじいろ,Nijiiro,Arcenciel,Regenbogen,Arcobaleno,Arcoíris,무지개색 Mujigae Saek,虹色 Hóngsè / Hùhngsīk,250,Ho-Oh,Rainbow Pokémon,にじいろポケモン,Rainbow-Colored Pokémon
251,Celebi,Time Travel*,ときわたり,Tokiwatari,Temporel,Zeitreise,Tempovia,Viajetiempo,시간이동 Sigan-idong,時空穿越 / 时空穿越 Shíkōngchuānyuè / Sìhhūngchyūnyuht,251,Celebi,Time Travel Pokémon,ときわたりポケモン,Time Traveling Pokémon
252,Treecko,Wood Gecko,もりトカゲ,Mori Tokage,Bois Gecko,Waldgecko,Legnogeco,Geco Bosque,숲도마뱀 Sup Domabaem,林蜥 Línxī / Làhmsīk,252,Treecko,Wood Gecko Pokémon,もりトカゲポケモン,Forest Lizard Pokémon
253,Grovyle,Wood Gecko,もりトカゲ,Mori Tokage,Bois Gecko,Waldgecko,Legnogeco,Geco Bosque,숲도마뱀 Sup Domabaem,林蜥 Línxī / Làhmsīk,253,Grovyle,Wood Gecko Pokémon,もりトカゲポケモン,Forest Lizard Pokémon
254,Sceptile,Forest,みつりん,Mitsurin,Forêt,Dschungel,Foresta,Monte,밀림 Millim,密林 Mìlín / Mahtlàhm,254,Sceptile,Forest Pokémon,みつりんポケモン,Jungle Pokémon
255,Torchic,Chick,ひよこ,Hiyoko,Poussin,Küken,Pulcino,Polluelo,풋내기 Putnaegi,雛雞 / 雏鸡 Chújī / Chōgāi,255,Torchic,Chick Pokémon,ひよこポケモン,Chick Pokémon
256,Combusken,Young Fowl,わかどり,Wakadori,Poulet,Kleinhahn,Rampollo,Ave Corral,꼬마닭 Kkoma Dak,幼雞 / 幼鸡 Yòujī / Yaugāi,256,Combusken,Young Fowl Pokémon,わかどりポケモン,Chicken Pokémon
257,Blaziken,Blaze,もうか,Mōka,Ardent,Großbrand,Vampe,Llameante,맹화 Maenghwa,猛火 Měnghuǒ / Máahngfó,257,Blaziken,Blaze Pokémon,もうかポケモン,Raging Flames Pokémon
258,Mudkip,Mud Fish,ぬまうお,Numa Uo,Poissonboue,Lehmhüpfer,Fango Pesce,Pez Lodo,늪물고기 Neup Mulgogi,沼魚 / 沼鱼 Zhǎoyú / Jíuyùh,258,Mudkip,Mud Fish Pokémon,ぬまうおポケモン,Swamp Fish Pokémon
259,Marshtomp,Mud Fish,ぬまうお,Numa Uo,Poissonboue,Lehmhüpfer,Fango Pesce,Pez Lodo,늪물고기 Neup Mulgogi,沼魚 / 沼鱼 Zhǎoyú / Jíuyùh,259,Marshtomp,Mud Fish Pokémon,ぬまうおポケモン,Swamp Fish Pokémon
260,Swampert,Mud Fish,ぬまうお,Numa Uo,Poissonboue,Lehmhüpfer,Fango Pesce,Pez Lodo,늪물고기 Neup Mulgogi,沼魚 / 沼鱼 Zhǎoyú / Jíuyùh,260,Swampert,Mud Fish Pokémon,ぬまうおポケモン,Swamp Fish Pokémon
261,Poochyena,Bite,かみつき,Kamitsuki,Morsure,Biss,Morso,Mordisco,물어뜯기 Mureotteutgi,緊咬 / 紧咬 Jǐnyǎo / Gánngáauh,261,Poochyena,Bite Pokémon,かみつきポケモン,Bite Pokémon
262,Mightyena,Bite,かみつき,Kamitsuki,Morsure,Biss,Morso,Mordisco,물어뜯기 Mureotteutgi,緊咬 / 紧咬 Jǐnyǎo / Gánngáauh,262,Mightyena,Bite Pokémon,かみつきポケモン,Bite Pokémon
263,Zigzagoon,Tiny Raccoon*,まめだぬき,Mamedanuki,Petit Raton,Kleindachs,Procione,Mapachito,앙증너구리 Angjeung Neoguri,豆貍 / 豆狸 Dòulí / Dáulèih,263,Zigzagoon,Tiny Raccoon Pokémon,まめだぬきポケモン,Tiny Raccoon Dog Pokémon
264,Linoone,Rushing,とっしん,Tosshin,Fonceur,Sprinter,Sfrecciante,Lanzado,돌진 Doljin,猛衝 / 猛冲 Měngchōng / Máahngchūng,264,Linoone,Rushing Pokémon,とっしんポケモン,Rushing Pokémon
265,Wurmple,Worm,いもむし,Imomushi,Ver,Wurm,Baco,Gusano,애벌레 Aebeolle,蟲寶寶 / 虫宝宝 Chóngbǎobǎo / Chùhngbóubóu,265,Wurmple,Worm Pokémon,いもむしポケモン,Caterpillar Pokémon
266,Silcoon,Cocoon,さなぎ,Sanagi,Cocon,Kokon,Bozzolo,Capullo,번데기 Beondegi,蛹 Yǒng / Yúng,266,Silcoon,Cocoon Pokémon,さなぎポケモン,Chrysalis Pokémon
267,Beautifly,Butterfly,ちょうちょ,Chōcho,Papillon,Falter,Farfalla,Mariposa,나비 Nabi,蝴蝶 Húdié / Wùhdihp,267,Beautifly,Butterfly Pokémon,ちょうちょポケモン,Butterfly Pokémon
268,Cascoon,Cocoon,さなぎ,Sanagi,Cocon,Kokon,Bozzolo,Capullo,번데기 Beondegi,蛹 Yǒng / Yúng,268,Cascoon,Cocoon Pokémon,さなぎポケモン,Chrysalis Pokémon
269,Dustox,Poison Moth,どくが,Doku Ga,Papipoison,Giftmotte,Velentarma,Polilla Ven.,독나방 Dok Nabang,毒蛾 Dú'é / Duhkngáih,269,Dustox,Poison Moth Pokémon,どくがポケモン,Poison Moth Pokémon
270,Lotad,Water Weed,うきくさ,Ukikusa,Aquaplante,Wasserlinse,Alga,Alga,개구리밥 Gaeguribap,浮萍 Fúpíng / Fàuhpìhng,270,Lotad,Water Weed Pokémon,うきくさポケモン,Floating Weed Pokémon
271,Lombre,Jolly,ようき,Yōki,Jovial,Frohmut,Giocoso,Alegre,명랑함 Myeongrangham,爽朗 Shuǎnglǎng / Sónglóhng,271,Lombre,Jolly Pokémon,ようきポケモン,Cheerful Pokémon
272,Ludicolo,Carefree,のうてんき,Nōtenki,Insouciant,Sorglos,Spensierato,Optimista,행복하기 Haengbokhagi,樂天 / 乐天 Lètiān / Lohktīn,272,Ludicolo,Carefree Pokémon,のうてんきポケモン,Optimistic Pokémon
273,Seedot,Acorn,どんぐり,Donguri,Gland,Eichelnuss,Ghianda,Bellota,도토리 Dotori,橡實 / 橡实 Xiàngshí / Jeuhngsaht,273,Seedot,Acorn Pokémon,どんぐりポケモン,Acorn Pokémon
274,Nuzleaf,Wily,いじわる,Ijiwaru,Malin,Hinterlist,Scaltro,Astuto,꾀부리기 Kkoeburigi,捉弄 Zhuōnòng / Jūkluhng,274,Nuzleaf,Wily Pokémon,いじわるポケモン,Malicious Pokémon
275,Shiftry,Wicked,よこしま,Yokoshima,Malveillant,Verschlagen,Burbero,Malvado,부정하기 Bujeonghagi,邪惡 / 邪恶 Xié'è / Chèh'ngok,275,Shiftry,Wicked Pokémon,よこしまポケモン,Wicked Pokémon
276,Taillow,Tiny Swallow*,こツバメ,Ko Tsubame,Minirondel,Schwälblein,Rondinella,Pequebuche,아기제비 Agi Jebi,幼燕 Yòuyàn / Yauyīn,276,Taillow,Tiny Swallow Pokémon,こツバメポケモン,Small Swallow Pokémon
277,Swellow,Swallow,ツバメ,Tsubame,Hirondelle,Schwalbe,Rondine,Buche,제비 Jebi,燕子 Yànzi / Yīnjí,277,Swellow,Swallow Pokémon,ツバメポケモン,Swallow Pokémon
278,Wingull,Seagull,うみねこ,Umineko,Mouette,Seemöwe,Gabbiano,Gaviota,괭이갈매기 Gwaeng-i Galmaegi,海鷗 / 海鸥 Hǎiōu / Hóiāu,278,Wingull,Seagull Pokémon,うみねこポケモン,Black-Tailed Gull Pokémon
279,Pelipper,Water Bird,みずどり,Mizutori,Oiseaudo,Wasservogel,Alacquatico,Ave Agua,물새 Mul Sae,水鳥 / 水鸟 Shuǐniǎo / Séuiníuh,279,Pelipper,Water Bird Pokémon,みずどりポケモン,Waterfowl Pokémon
280,Ralts,Feeling,きもち,Kimochi,Sentiment,Gefühl,Sensazione,Sensible,느낌 Neukkim,心情 Xīnqíng / Sāmchìhng,280,Ralts,Feeling Pokémon,きもちポケモン,Feeling Pokémon
281,Kirlia,Emotion,かんじょう,Kanjō,Émotion,Emotion,Emozione,Sensorio,감정 Gamjeong,感情 Gǎnqíng / Gámchìhng,281,Kirlia,Emotion Pokémon,かんじょうポケモン,Emotion Pokémon
282,Gardevoir,Embrace,ほうよう,Hōyō,Étreinte,Umarmung,Abbraccio,Envolvente,포용 Poyong,包容 Bāoróng / Bāauyùhng,282,Gardevoir,Embrace Pokémon,ほうようポケモン,Embrace Pokémon
283,Surskit,Pond Skater,あめんぼ,Amenbo,Maresurfeur,Wassergeher,Sfiorapozze,Zapatero,소금쟁이 Sogeumjaeng-i,水黽 / 水黾 Shuǐmiǎn / Séuimáhn,283,Surskit,Pond Skater Pokémon,あめんぼポケモン,Water Strider Pokémon
284,Masquerain,Eyeball,めだま,Medama,Boule Œil,Auge,Occhi,Globocular,안구 Angu,眼珠 Yǎnzhū / Ngáahnjyū,284,Masquerain,Eyeball Pokémon,めだまポケモン,Eyeball Pokémon
285,Shroomish,Mushroom,きのこ,Kinoko,Champignon,Pilz,Fungo,Hongo,버섯 Beoseot,蘑菇 Mógū / Mòhgū,285,Shroomish,Mushroom Pokémon,きのこポケモン,Mushroom Pokémon
286,Breloom,Mushroom,きのこ,Kinoko,Champignon,Pilz,Fungo,Hongo,버섯 Beoseot,蘑菇 Mógū / Mòhgū,286,Breloom,Mushroom Pokémon,きのこポケモン,Mushroom Pokémon
287,Slakoth,Slacker,なまけもの,Namakemono,Flâneur,Faulpelz,Ozioso,Gandul,게으름뱅이 Geeureumbaeng-i,懶人 / 懒人 Lǎnrén / Láahnyàhn,287,Slakoth,Slacker Pokémon,なまけものポケモン,Sloth Pokémon
288,Vigoroth,Wild Monkey,あばれザル,Abare Zaru,Turbusinge,Wildaffe,Indocile,Mono Feroz,성난원숭이 Seongnan Wonsung-i,暴猿 Bàoyuán / Bouhyùhn,288,Vigoroth,Wild Monkey Pokémon,あばれザルポケモン,Rampaging Monkey Pokémon
289,Slaking,Lazy,ものぐさ,Monogusa,Fainéant,Müßig,Pigrizia,Holgazán,나태함 Nataeham,怕麻煩 / 怕麻烦 Pàmáfan / Pamàhfàahn,289,Slaking,Lazy Pokémon,ものぐさポケモン,Lazy Pokémon
290,Nincada,Trainee,したづみ,Shitadzumi,Apprenti,Vorbereiter,Novizio,Aprendiz,신참 Sincham,入門 / 入门 Rùmén / Yahpmùhn,290,Nincada,Trainee Pokémon,したづみポケモン,Lowest-Class Pokémon
291,Ninjask,Ninja,しのび,Shinobi,Ninja,Ninja,Ninja,Ninja,시노비 Sinobi,忍者 Rěnzhě / Yánjé,291,Ninjask,Ninja Pokémon,しのびポケモン,Ninja Pokémon
292,Shedinja,Shed,ぬけがら,Nukegara,Exuvie,Häutung,Cambiapelle,Muda,허물 Heomul,空殼 / 空壳 Kōngké / Hūnghok,292,Shedinja,Shed Pokémon,ぬけがらポケモン,Husk Pokémon
293,Whismur,Whisper,ささやき,Sasayaki,Chuchoteur,Flüster,Sussurro,Susurro,속삭임 Soksagim,細語 / 细语 Xìyǔ / Saiyúh,293,Whismur,Whisper Pokémon,ささやきポケモン,Whisper Pokémon
294,Loudred,Big Voice,おおごえ,Ōgoe,Grosse voix,Lauthals,Vocione,Chillón,큰목소리 Keun Moksori,大聲 / 大声 Dàshēng / Daaihsēng,294,Loudred,Big Voice Pokémon,おおごえポケモン,Large Voice Pokémon
295,Exploud,Loud Noise,そうおん,Sōon,Bruit sourd,Krach,Fragore,Escandaloso,소음 Soeum,噪音 Zàoyīn / Chouyām,295,Exploud,Loud Noise Pokémon,そうおんポケモン,Noise Pokémon
296,Makuhita,Guts,こんじょう,Konjō,Tenace,Courage,Coraggio,Valiente,근성 Geunseong,毅力 Yìlì / Ngaihlihk,296,Makuhita,Guts Pokémon,こんじょうポケモン,Guts Pokémon
297,Hariyama,Arm Thrust,つっぱり,Tsuppari,Cogneur,Armwurf,Sberletese,Empuje,손바닥치기 Sonbadak Chigi,猛推 Měngtuī / Máahngchēui,297,Hariyama,Arm Thrust Pokémon,つっぱりポケモン,Palm Thrust Pokémon
298,Azurill,Polka Dot,みずたま,Mizudama,Point Polka,Gepunktet,Pois,A Topos,물방울 Mulbang-ul,水珠 Shuǐzhū / Séuijyū,298,Azurill,Polka Dot Pokémon,みずたまポケモン,Polka Dot Pokémon
299,Nosepass,Compass,コンパス,Konpasu,Boussole,Kompass,Bussola,Brújula,콤파스 Compass,羅盤 / 罗盘 Luópán / Lòhpùhn,299,Nosepass,Compass Pokémon,コンパスポケモン,Compass Pokémon
300,Skitty,Kitten,こねこ,Ko Neko,Chaton,Kätzchen,Micio,Gatito,작은고양이 Jageun Goyang-i,小貓 / 小猫 Xiǎomāo / Síumāau,300,Skitty,Kitten Pokémon,こねこポケモン,Kitten Pokémon
301,Delcatty,Prim,おすまし,Osumashi,Guindé,Eingebildet,Finezza,Cursi,새침떼기 Saechimttegi,清高 Qīnggāo / Chēnggōu,301,Delcatty,Prim Pokémon,おすましポケモン,Prim and Proper Pokémon
302,Sableye,Darkness,くらやみ,Kurayami,Obscurité,Finsternis,Oscurità,Oscuridad,어둠 Eodum,黑暗 Hēi'àn / Hāak'am,302,Sableye,Darkness Pokémon,くらやみポケモン,Darkness Pokémon
303,Mawile,Deceiver,あざむき,Azamuki,Trompeur,Schwindel,Inganno,Tramposo,배반 Baeban,欺騙 / 欺骗 Qīpiàn / Hēipin,303,Mawile,Deceiver Pokémon,あざむきポケモン,Deceiver Pokémon
304,Aron,Iron Armor,てつヨロイ,Tetsu Yoroi,Armurfer,Eisenpanzer,Corazza,Cor. Férrea,철갑옷 Cheol Gabot,鐵鎧 / 铁铠 Tiěkǎi / Tithói,304,Aron,Iron Armor Pokémon,てつヨロイポケモン,Iron Armor Pokémon
305,Lairon,Iron Armor,てつヨロイ,Tetsu Yoroi,Armurfer,Eisenpanzer,Corazza,Cor. Férrea,철갑옷 Cheol Gabot,鐵鎧 / 铁铠 Tiěkǎi / Tithói,305,Lairon,Iron Armor Pokémon,てつヨロイポケモン,Iron Armor Pokémon
306,Aggron,Iron Armor,てつヨロイ,Tetsu Yoroi,Armurfer,Eisenpanzer,Corazza,Cor. Férrea,철갑옷 Cheol Gabot,鐵鎧 / 铁铠 Tiěkǎi / Tithói,306,Aggron,Iron Armor Pokémon,てつヨロイポケモン,Iron Armor Pokémon
307,Meditite,Meditate,めいそう,Meisō,Méditation,Meditation,Meditazione,Meditador,명상 Myeongsang,冥想 Míngxiǎng / Mìhngséung,307,Meditite,Meditate Pokémon,めいそうポケモン,Meditation Pokémon
308,Medicham,Meditate,めいそう,Meisō,Méditation,Meditation,Meditazione,Meditador,명상 Myeongsang,冥想 Míngxiǎng / Mìhngséung,308,Medicham,Meditate Pokémon,めいそうポケモン,Meditation Pokémon
309,Electrike,Lightning,いなずま,Inazuma,Orage,Gewitter,Lampo,Calambre,천둥번개 Cheondung Beongae,閃電 / 闪电 Shǎndiàn / Símdihn,309,Electrike,Lightning Pokémon,いなずまポケモン,Lightning Pokémon
310,Manectric,Discharge,ほうでん,Hōden,Décharge,Entladung,Scossa,Descarga,방전 Bangjeon,放電 / 放电 Fàngdiàn / Fongdihn,310,Manectric,Discharge Pokémon,ほうでんポケモン,Discharge Pokémon
311,Plusle,Cheering,おうえん,Ōen,Acclameur,Jubel,Incitamento,Ánimo,응원 Eungwon,加油 Jiāyóu / Gāyàuh,311,Plusle,Cheering Pokémon,おうえんポケモン,Cheering Pokémon
312,Minun,Cheering,おうえん,Ōen,Acclameur,Jubel,Incitamento,Ánimo,응원 Eungwon,加油 Jiāyóu / Gāyàuh,312,Minun,Cheering Pokémon,おうえんポケモン,Cheering Pokémon
313,Volbeat,Firefly,ほたる,Hotaru,Luciole,Libelle,Lucciola,Luciérnaga,반딧불 Banditbul,螢火蟲 / 萤火虫 Yínghuǒchóng / Yìhngfóchùhng,313,Volbeat,Firefly Pokémon,ほたるポケモン,Firefly Pokémon
314,Illumise,Firefly,ほたる,Hotaru,Luciole,Libelle,Lucciola,Luciérnaga,반딧불 Banditbul,螢火蟲 / 萤火虫 Yínghuǒchóng / Yìhngfóchùhng,314,Illumise,Firefly Pokémon,ほたるポケモン,Firefly Pokémon
315,Roselia,Thorn,いばら,Ibara,Épine,Dorn,Spina,Espina,가시 Gasi,荊棘 / 荆棘 Jīngjí / Gīnggīk,315,Roselia,Thorn Pokémon,いばらポケモン,Thorn Pokémon
316,Gulpin,Stomach,いぶくろ,Ibukuro,Estomac,Magen,Stomaco,Estómago,밥통 Baptong,胃袋 Wèidài / Waihdoih,316,Gulpin,Stomach Pokémon,いぶくろポケモン,Stomach Pokémon
317,Swalot,Poison Bag,どくぶくろ,Doku Bukuro,Sac poison,Giftbeutel,Velenosacco,Bolsa Veneno,독봉지 Dok Bongji,毒袋 Dúdài / Duhkdoih,317,Swalot,Poison Bag Pokémon,どくぶくろポケモン,Poison Bag Pokémon
318,Carvanha,Savage,どうもう,Dōmō,Féroce,Gnadenlos,Feroce,Feroz,사나움 Sanaum,凶猛 Xiōngměng / Hūngmáahng,318,Carvanha,Savage Pokémon,どうもうポケモン,Ferocious Pokémon
319,Sharpedo,Brutal,きょうぼう,Kyōbō,Brutal,Brutal,Brutale,Voraz,난폭 Nanpok,凶暴 Xiōngbào / Hūngbouh,319,Sharpedo,Brutal Pokémon,きょうぼうポケモン,Brutal Pokémon
320,Wailmer,Ball Whale,たまくじら,Tama Kujira,Baleinboule,Kugelwal,Balenottero,Ballenabola,둥근고래 Dunggeun Gorae,球鯨 / 球鲸 Qiújīng / Kàuhkìhng,320,Wailmer,Ball Whale Pokémon,たまくじらポケモン,Ball Whale Pokémon
321,Wailord,Float Whale,うきくじら,Uki Kujira,Carchabouée,Flutwal,Megabalena,Ballenaflot,뜸고래 Tteum Gorae,浮鯨 / 浮鲸 Fújīng / Fàuhkìhng,321,Wailord,Float Whale Pokémon,うきくじらポケモン,Float Whale Pokémon
322,Numel,Numb,どんかん,Donkan,Engourdi,Taubheit,Torpore,Torpe,둔감 Dun-gam,遲鈍 / 迟钝 Chídùn / Chìhdeuhn,322,Numel,Numb Pokémon,どんかんポケモン,Thickheaded Pokémon
323,Camerupt,Eruption,ふんか,Funka,Éruption,Ausbruch,Eruzione,Erupción,분화 Bunhwa,噴火 / 喷火 Pēnhuǒ / Fáhnfó,323,Camerupt,Eruption Pokémon,ふんかポケモン,Eruption Pokémon
324,Torkoal,Coal,せきたん,Sekitan,Charbon,Kohle,Carbone,Carbón,석탄 Seoktan,煤炭 Méitàng / Mùihtaan,324,Torkoal,Coal Pokémon,せきたんポケモン,Coal Pokémon
325,Spoink,Bounce,とびはね,Tobihane,Rebond,Sprungfeder,Molla,Saltarín,튀다 Twida,彈跳 / 弹跳 Tántiào / Daahntiu,325,Spoink,Bounce Pokémon,とびはねポケモン,Hopping Pokémon
326,Grumpig,Manipulate,あやつり,Ayatsuri,Magouilleur,Manipulator,Raggiro,Manipulador,조작 Jojak,操縱 / 操纵 Cāozòng / Chōujūng,326,Grumpig,Manipulate Pokémon,あやつりポケモン,Manipulation Pokémon
327,Spinda,Spot Panda,ぶちパンダ,Buchi Panda,Panda Taché,Punkt-Panda,Macchipanda,Panda Topos,얼룩팬더 Eolluk Panda,斑點熊貓 / 斑点熊猫 Bāndiǎnxióngmāo / Bāandímhùhngmāau,327,Spinda,Spot Panda Pokémon,ぶちパンダポケモン,Spot Panda Pokémon
328,Trapinch,Ant Pit,ありじごく,Arijigoku,Piégeur,Ameisenlöwe,Trappola,Hormigaleón,개미지옥 Gaemi Jiok,蟻獅 / 蚁狮 Yǐshī / Ngáihsī,328,Trapinch,Ant Pit Pokémon,ありじごくポケモン,Antlion Larva Pokémon
329,Vibrava,Vibration,しんどう,Shindō,Vibration,Vibration,Vibrazione,Vibrante,진동 Jindong,震動 / 震动 Zhèndòng / Janduhng,329,Vibrava,Vibration Pokémon,しんどうポケモン,Vibration Pokémon
330,Flygon,Mystic,せいれい,Seirei,Mystique,Mystik,Magico,Místico,정령 Jeongryeong,神秘 Shénmì / Sānbei,330,Flygon,Mystic Pokémon,せいれいポケモン,Spirit Pokémon
331,Cacnea,Cactus,サボテン,Saboten,Cactus,Kaktus,Cactus,Cactus,선인장 Seoninjang,仙人掌 Xiānrénzhǎng / Sīnyàhnjéung,331,Cacnea,Cactus Pokémon,サボテンポケモン,Cactus Pokémon
332,Cacturne,Scarecrow,カカシぐさ,Kakashi Gusa,Épouvantail,Vogelschock,Spavento,Espantajo,허수아비 Heosuabi,稻草人 Dàocǎorén / Douhchóuyàhn,332,Cacturne,Scarecrow Pokémon,カカシぐさポケモン,Scarecrow Plant Pokémon
333,Swablu,Cotton Bird,わたどり,Wata Tori,Oiseaucoton,Wollvogel,Alidicotone,Ave Algodón,솜새 Som Sae,綿鳥 / 绵鸟 Miánniǎo / Mìhnníuh,333,Swablu,Cotton Bird Pokémon,わたどりポケモン,Cotton Bird Pokémon
334,Altaria,Humming,ハミング,Hamingu,Virevolteur,Summsel,Canterino,Cantor,허밍 Humming,哼唱 Hēngchàng / Hāngcheung,334,Altaria,Humming Pokémon,ハミングポケモン,Humming Pokémon
335,Zangoose,Cat Ferret,ネコイタチ,Neko Itachi,Chat Furet,Frettkatz,Furogatto,Gato Hurón,고양이족제비 Goyang-i Jokjebi,貓鼬 / 猫鼬 Māoyòu / Māauyàuh,335,Zangoose,Cat Ferret Pokémon,ネコイタチポケモン,Cat Weasel Pokémon
336,Seviper,Fang Snake,キバへび,Kiba Hebi,Serpacroc,Reißzahn,Zannaserpe,Colmillos,송곳뱀 Songgot Baem,牙蛇 Yáshé / Ngàhyìh,336,Seviper,Fang Snake Pokémon,キバへびポケモン,Fang Snake Pokémon
337,Lunatone,Meteorite,いんせき,Inseki,Météorite,Meteorit,Meteorite,Meteorito,별똥별 Byeolttong Byeol,隕石 / 陨石 Yǔnshí / Yùhndaam,337,Lunatone,Meteorite Pokémon,いんせきポケモン,Meteorite Pokémon
338,Solrock,Meteorite,いんせき,Inseki,Météorite,Meteorit,Meteorite,Meteorito,별똥별 Byeolttong Byeol,隕石 / 陨石 Yǔnshí / Yùhndaam,338,Solrock,Meteorite Pokémon,いんせきポケモン,Meteorite Pokémon
339,Barboach,Whiskers,ひげうお,Hige Uo,Barbillon,Barthaar,Baffetti,Bigotudo,수염물고기 Suyam Mulgogi,鬚魚 / 须鱼 Xūyú / Sōuyùh,339,Barboach,Whiskers Pokémon,ひげうおポケモン,Whisker Fish Pokémon
340,Whiscash,Whiskers,ひげうお,Hige Uo,Barbillon,Barthaar,Baffetti,Bigotudo,수염물고기 Suyam Mulgogi,鬚魚 / 须鱼 Xūyú / Sōuyùh,340,Whiscash,Whiskers Pokémon,ひげうおポケモン,Whisker Fish Pokémon
341,Corphish,Ruffian,ごろつき,Gorotsuki,Brute,Grobian,Birbone,Rufián,건달 Geondal,無賴 / 无赖 Wúlài / Mòuhlaaih,341,Corphish,Ruffian Pokémon,ごろつきポケモン,Rogue Pokémon
342,Crawdaunt,Rogue,ならずもの,Narazumono,Crapule,Schlingel,Canaglia,Granuja,불량배 Bullyangbae,流氓 Liúmáng / Làuhmàahng,342,Crawdaunt,Rogue Pokémon,ならずものポケモン,Ruffian Pokémon
343,Baltoy,Clay Doll,どぐう,Dogū,Poupargile,Lehmpuppe,Argilla,Muñeca Barro,토우 Tou,泥偶 Ní'ǒu / Nàih'ngáuh,343,Baltoy,Clay Doll Pokémon,どぐうポケモン,Clay Figure Pokémon
344,Claydol,Clay Doll,どぐう,Dogū,Poupargile,Lehmpuppe,Argilla,Muñeca Barro,토우 Tou,泥偶 Ní'ǒu / Nàih'ngáuh,344,Claydol,Clay Doll Pokémon,どぐうポケモン,Clay Figure Pokémon
