ID,ID_EXT,NAME,Base_HP_7,Base_Attack_7,Base_Defense_7,Base_Sp_Attack_7,Base_Sp_Defense_7,Base_Speed_7,Base_Total_7,Base_Average_7,ID,Pokémon,Base_HP_1,Base_Attack_1,Base_Defense_1,Base_Speed_1,Base_Special_1,Base_Total_1,Base_Average_1,ID,Pokémon,Base_HP_2_5,Base_Attack_2_5,Base_Defense_2_5,Base_Sp_Attack_2_5,Base_Sp_Defense_2_5,Base_Speed_2_5,Base_Total_2_5,Base_Average_2_5,ID,ID_EX,Name,Base_HP_6,Base_Attack_6,Base_Defense_6,Base_Sp_Attack_6,Base_Sp_Defense_6,Base_Speed_6,Base_Total_6,Base_Average_6
234,234,Stantler,73,95,62,85,65,85,465,77.5,,,,,,,,,,274,Nuzleaf,70,70,40,60,40,60,340,56.67,253,253,Grovyle,50,65,45,85,65,95,405,67.5
235,235,Smeargle,55,20,35,20,45,75,250,41.67,,,,,,,,,,275,Shiftry,90,100,60,90,60,80,480,80,254,254,Sceptile,70,85,65,105,85,120,530,88.33
236,236,Tyrogue,35,35,35,35,35,35,210,35,,,,,,,,,,276,Taillow,40,55,30,30,30,85,270,45,254,254M,Sceptile (Mega Sceptile),70,110,75,145,85,145,630,105
237,237,Hitmontop,50,95,95,35,110,70,455,75.83,,,,,,,,,,277,Swellow,60,85,60,50,50,125,430,71.67,255,255,Torchic,45,60,40,70,50,45,310,51.67
238,238,Smoochum,45,30,15,85,65,65,305,50.83,,,,,,,,,,278,Wingull,40,30,30,55,30,85,270,45,256,256,Combusken,60,85,60,85,60,55,405,67.5
239,239,Elekid,45,63,37,65,55,95,360,60,,,,,,,,,,279,Pelipper,60,50,100,85,70,65,430,71.67,257,257,Blaziken,80,120,70,110,70,80,530,88.33
240,240,Magby,45,75,37,70,55,83,365,60.83,,,,,,,,,,280,Ralts,28,25,25,45,35,40,198,33,257,257M,Blaziken (Mega Blaziken),80,160,80,130,80,100,630,105
241,241,Miltank,95,80,105,40,70,100,490,81.67,,,,,,,,,,281,Kirlia,38,35,35,65,55,50,278,46.33,258,258,Mudkip,50,70,50,50,50,40,310,51.67
242,242,Blissey,255,10,10,75,135,55,540,90,,,,,,,,,,282,Gardevoir,68,65,65,125,115,80,518,86.33,259,259,Marshtomp,70,85,70,60,70,50,405,67.5
243,243,Raikou,90,85,75,115,100,115,580,96.67,,,,,,,,,,283,Surskit,40,30,32,50,52,65,269,44.83,260,260,Swampert,100,110,90,85,90,60,535,89.17
244,244,Entei,115,115,85,90,75,100,580,96.67,,,,,,,,,,284,Masquerain,70,60,62,80,82,60,414,69,260,260M,Swampert (Mega Swampert),100,150,110,95,110,70,635,105.83
245,245,Suicune,100,75,115,90,115,85,580,96.67,,,,,,,,,,285,Shroomish,60,40,60,40,60,35,295,49.17,261,261,Poochyena,35,55,35,30,30,35,220,36.67
246,246,Larvitar,50,64,50,45,50,41,300,50,,,,,,,,,,286,Breloom,60,130,80,60,60,70,460,76.67,262,262,Mightyena,70,90,70,60,60,70,420,70
247,247,Pupitar,70,84,70,65,70,51,410,68.33,,,,,,,,,,287,Slakoth,60,60,60,35,35,30,280,46.67,263,263,Zigzagoon,38,30,41,30,41,60,240,40
248,248,Tyranitar,100,134,110,95,100,61,600,100,,,,,,,,,,288,Vigoroth,80,80,80,55,55,90,440,73.33,264,264,Linoone,78,70,61,50,61,100,420,70
248,248M,Tyranitar (Mega Tyranitar),100,164,150,95,120,71,700,116.67,,,,,,,,,,289,Slaking,150,160,100,95,65,100,670,111.67,265,265,Wurmple,45,45,35,20,30,20,195,32.5
249,249,Lugia,106,90,130,90,154,110,680,113.33,,,,,,,,,,290,Nincada,31,45,90,30,30,40,266,44.33,266,266,Silcoon,50,35,55,25,25,15,205,34.17
250,250,Ho-Oh,106,130,90,110,154,90,680,113.33,,,,,,,,,,291,Ninjask,61,90,45,50,50,160,456,76,267,267,Beautifly,60,70,50,100,50,65,395,65.83
251,251,Celebi,100,100,100,100,100,100,600,100,,,,,,,,,,292,Shedinja,1,90,45,30,30,40,236,39.33,268,268,Cascoon,50,35,55,25,25,15,205,34.17
252,252,Treecko,40,45,35,65,55,70,310,51.67,,,,,,,,,,293,Whismur,64,51,23,51,23,28,240,40,269,269,Dustox,60,50,70,50,90,65,385,64.17
253,253,Grovyle,50,65,45,85,65,95,405,67.5,,,,,,,,,,294,Loudred,84,71,43,71,43,48,360,60,270,270,Lotad,40,30,30,40,50,30,220,36.67
254,254,Sceptile,70,85,65,105,85,120,530,88.33,,,,,,,,,,295,Exploud,104,91,63,91,63,68,480,80,271,271,Lombre,60,50,50,60,70,50,340,56.67
254,254M,Sceptile (Mega Sceptile),70,110,75,145,85,145,630,105,,,,,,,,,,296,Makuhita,72,60,30,20,30,25,237,39.5,272,272,Ludicolo,80,70,70,90,100,70,480,80
255,255,Torchic,45,60,40,70,50,45,310,51.67,,,,,,,,,,297,Hariyama,144,120,60,40,60,50,474,79,273,273,Seedot,40,40,50,30,30,30,220,36.67
256,256,Combusken,60,85,60,85,60,55,405,67.5,,,,,,,,,,298,Azurill,50,20,40,20,40,20,190,31.67,274,274,Nuzleaf,70,70,40,60,40,60,340,56.67
257,257,Blaziken,80,120,70,110,70,80,530,88.33,,,,,,,,,,299,Nosepass,30,45,135,45,90,30,375,62.5,275,275,Shiftry,90,100,60,90,60,80,480,80
257,257M,Blaziken (Mega Blaziken),80,160,80,130,80,100,630,105,,,,,,,,,,300,Skitty,50,45,45,35,35,50,260,43.33,276,276,Taillow,40,55,30,30,30,85,270,45
258,258,Mudkip,50,70,50,50,50,40,310,51.67,,,,,,,,,,301,Delcatty,70,65,65,55,55,70,380,63.33,277,277,Swellow,60,85,60,50,50,125,430,71.67
259,259,Marshtomp,70,85,70,60,70,50,405,67.5,,,,,,,,,,302,Sableye,50,75,75,65,65,50,380,63.33,278,278,Wingull,40,30,30,55,30,85,270,45
260,260,Swampert,100,110,90,85,90,60,535,89.17,,,,,,,,,,303,Mawile,50,85,85,55,55,50,380,63.33,279,279,Pelipper,60,50,100,85,70,65,430,71.67
260,260M,Swampert (Mega Swampert),100,150,110,95,110,70,635,105.83,,,,,,,,,,304,Aron,50,70,100,40,40,30,330,55,280,280,Ralts,28,25,25,45,35,40,198,33
261,261,Poochyena,35,55,35,30,30,35,220,36.67,,,,,,,,,,305,Lairon,60,90,140,50,50,40,430,71.67,281,281,Kirlia,38,35,35,65,55,50,278,46.33
262,262,Mightyena,70,90,70,60,60,70,420,70,,,,,,,,,,306,Aggron,70,110,180,60,60,50,530,88.33,282,282,Gardevoir,68,65,65,125,115,80,518,86.33
263,263,Zigzagoon,38,30,41,30,41,60,240,40,,,,,,,,,,307,Meditite,30,40,55,40,55,60,280,46.67,282,282M,Gardevoir (Mega Gardevoir),68,85,65,165,135,100,618,103
264,264,Linoone,78,70,61,50,61,100,420,70,,,,,,,,,,308,Medicham,60,60,75,60,75,80,410,68.33,283,283,Surskit,40,30,32,50,52,65,269,44.83
265,265,Wurmple,45,45,35,20,30,20,195,32.5,,,,,,,,,,309,Electrike,40,45,40,65,40,65,295,49.17,284,284,Masquerain,70,60,62,80,82,60,414,69
266,266,Silcoon,50,35,55,25,25,15,205,34.17,,,,,,,,,,310,Manectric,70,75,60,105,60,105,475,79.17,285,285,Shroomish,60,40,60,40,60,35,295,49.17
267,267,Beautifly,60,70,50,100,50,65,395,65.83,,,,,,,,,,311,Plusle,60,50,40,85,75,95,405,67.5,286,286,Breloom,60,130,80,60,60,70,460,76.67
268,268,Cascoon,50,35,55,25,25,15,205,34.17,,,,,,,,,,312,Minun,60,40,50,75,85,95,405,67.5,287,287,Slakoth,60,60,60,35,35,30,280,46.67
269,269,Dustox,60,50,70,50,90,65,385,64.17,,,,,,,,,,313,Volbeat,65,73,55,47,75,85,400,66.67,288,288,Vigoroth,80,80,80,55,55,90,440,73.33
270,270,Lotad,40,30,30,40,50,30,220,36.67,,,,,,,,,,314,Illumise,65,47,55,73,75,85,400,66.67,289,289,Slaking,150,160,100,95,65,100,670,111.67
271,271,Lombre,60,50,50,60,70,50,340,56.67,,,,,,,,,,315,Roselia,50,60,45,100,80,65,400,66.67,290,290,Nincada,31,45,90,30,30,40,266,44.33
272,272,Ludicolo,80,70,70,90,100,70,480,80,,,,,,,,,,316,Gulpin,70,43,53,43,53,40,302,50.33,291,291,Ninjask,61,90,45,50,50,160,456,76
273,273,Seedot,40,40,50,30,30,30,220,36.67,,,,,,,,,,317,Swalot,100,73,83,73,83,55,467,77.83,292,292,Shedinja,1,90,45,30,30,40,236,39.33
274,274,Nuzleaf,70,70,40,60,40,60,340,56.67,,,,,,,,,,318,Carvanha,45,90,20,65,20,65,305,50.83,293,293,Whismur,64,51,23,51,23,28,240,40
275,275,Shiftry,90,100,60,90,60,80,480,80,,,,,,,,,,319,Sharpedo,70,120,40,95,40,95,460,76.67,294,294,Loudred,84,71,43,71,43,48,360,60
276,276,Taillow,40,55,30,30,30,85,270,45,,,,,,,,,,320,Wailmer,130,70,35,70,35,60,400,66.67,295,295,Exploud,104,91,63,91,73,68,490,81.67
277,277,Swellow,60,85,60,75,50,125,455,75.83,,,,,,,,,,321,Wailord,170,90,45,90,45,60,500,83.33,296,296,Makuhita,72,60,30,20,30,25,237,39.5
278,278,Wingull,40,30,30,55,30,85,270,45,,,,,,,,,,322,Numel,60,60,40,65,45,35,305,50.83,297,297,Hariyama,144,120,60,40,60,50,474,79
279,279,Pelipper,60,50,100,95,70,65,440,73.33,,,,,,,,,,323,Camerupt,70,100,70,105,75,40,460,76.67,298,298,Azurill,50,20,40,20,40,20,190,31.67
280,280,Ralts,28,25,25,45,35,40,198,33,,,,,,,,,,324,Torkoal,70,85,140,85,70,20,470,78.33,299,299,Nosepass,30,45,135,45,90,30,375,62.5
281,281,Kirlia,38,35,35,65,55,50,278,46.33,,,,,,,,,,325,Spoink,60,25,35,70,80,60,330,55,300,300,Skitty,50,45,45,35,35,50,260,43.33
282,282,Gardevoir,68,65,65,125,115,80,518,86.33,,,,,,,,,,326,Grumpig,80,45,65,90,110,80,470,78.33,301,301,Delcatty,70,65,65,55,55,70,380,63.33
282,282M,Gardevoir (Mega Gardevoir),68,85,65,165,135,100,618,103,,,,,,,,,,327,Spinda,60,60,60,60,60,60,360,60,302,302,Sableye,50,75,75,65,65,50,380,63.33
283,283,Surskit,40,30,32,50,52,65,269,44.83,,,,,,,,,,328,Trapinch,45,100,45,45,45,10,290,48.33,302,302M,Sableye (Mega Sableye),50,85,125,85,115,20,480,80
284,284,Masquerain,70,60,62,100,82,80,454,75.67,,,,,,,,,,329,Vibrava,50,70,50,50,50,70,340,56.67,303,303,Mawile,50,85,85,55,55,50,380,63.33
285,285,Shroomish,60,40,60,40,60,35,295,49.17,,,,,,,,,,330,Flygon,80,100,80,80,80,100,520,86.67,303,303M,Mawile (Mega Mawile),50,105,125,55,95,50,480,80
286,286,Breloom,60,130,80,60,60,70,460,76.67,,,,,,,,,,331,Cacnea,50,85,40,85,40,35,335,55.83,304,304,Aron,50,70,100,40,40,30,330,55
287,287,Slakoth,60,60,60,35,35,30,280,46.67,,,,,,,,,,332,Cacturne,70,115,60,115,60,55,475,79.17,305,305,Lairon,60,90,140,50,50,40,430,71.67
288,288,Vigoroth,80,80,80,55,55,90,440,73.33,,,,,,,,,,333,Swablu,45,40,60,40,75,50,310,51.67,306,306,Aggron,70,110,180,60,60,50,530,88.33
289,289,Slaking,150,160,100,95,65,100,670,111.67,,,,,,,,,,334,Altaria,75,70,90,70,105,80,490,81.67,306,306M,Aggron (Mega Aggron),70,140,230,60,80,50,630,105
290,290,Nincada,31,45,90,30,30,40,266,44.33,,,,,,,,,,335,Zangoose,73,115,60,60,60,90,458,76.33,307,307,Meditite,30,40,55,40,55,60,280,46.67
291,291,Ninjask,61,90,45,50,50,160,456,76,,,,,,,,,,336,Seviper,73,100,60,100,60,65,458,76.33,308,308,Medicham,60,60,75,60,75,80,410,68.33
292,292,Shedinja,1,90,45,30,30,40,236,39.33,,,,,,,,,,337,Lunatone,70,55,65,95,85,70,440,73.33,308,308M,Medicham (Mega Medicham),60,100,85,80,85,100,510,85
293,293,Whismur,64,51,23,51,23,28,240,40,,,,,,,,,,338,Solrock,70,95,85,55,65,70,440,73.33,309,309,Electrike,40,45,40,65,40,65,295,49.17
294,294,Loudred,84,71,43,71,43,48,360,60,,,,,,,,,,339,Barboach,50,48,43,46,41,60,288,48,310,310,Manectric,70,75,60,105,60,105,475,79.17
295,295,Exploud,104,91,63,91,73,68,490,81.67,,,,,,,,,,340,Whiscash,110,78,73,76,71,60,468,78,310,310M,Manectric (Mega Manectric),70,75,80,135,80,135,575,95.83
296,296,Makuhita,72,60,30,20,30,25,237,39.5,,,,,,,,,,341,Corphish,43,80,65,50,35,35,308,51.33,311,311,Plusle,60,50,40,85,75,95,405,67.5
297,297,Hariyama,144,120,60,40,60,50,474,79,,,,,,,,,,342,Crawdaunt,63,120,85,90,55,55,468,78,312,312,Minun,60,40,50,75,85,95,405,67.5
298,298,Azurill,50,20,40,20,40,20,190,31.67,,,,,,,,,,343,Baltoy,40,40,55,40,70,55,300,50,313,313,Volbeat,65,73,55,47,75,85,400,66.67
299,299,Nosepass,30,45,135,45,90,30,375,62.5,,,,,,,,,,344,Claydol,60,70,105,70,120,75,500,83.33,314,314,Illumise,65,47,55,73,75,85,400,66.67
300,300,Skitty,50,45,45,35,35,50,260,43.33,,,,,,,,,,345,Lileep,66,41,77,61,87,23,355,59.17,315,315,Roselia,50,60,45,100,80,65,400,66.67
301,301,Delcatty,70,65,65,55,55,90,400,66.67,,,,,,,,,,346,Cradily,86,81,97,81,107,43,495,82.5,316,316,Gulpin,70,43,53,43,53,40,302,50.33
302,302,Sableye,50,75,75,65,65,50,380,63.33,,,,,,,,,,347,Anorith,45,95,50,40,50,75,355,59.17,317,317,Swalot,100,73,83,73,83,55,467,77.83
302,302M,Sableye (Mega Sableye),50,85,125,85,115,20,480,80,,,,,,,,,,348,Armaldo,75,125,100,70,80,45,495,82.5,318,318,Carvanha,45,90,20,65,20,65,305,50.83
303,303,Mawile,50,85,85,55,55,50,380,63.33,,,,,,,,,,349,Feebas,20,15,20,10,55,80,200,33.33,319,319,Sharpedo,70,120,40,95,40,95,460,76.67
303,303M,Mawile (Mega Mawile),50,105,125,55,95,50,480,80,,,,,,,,,,350,Milotic,95,60,79,100,125,81,540,90,319,319M,Sharpedo (Mega Sharpedo),70,140,70,110,65,105,560,93.33
304,304,Aron,50,70,100,40,40,30,330,55,,,,,,,,,,351,Castform,70,70,70,70,70,70,420,70,320,320,Wailmer,130,70,35,70,35,60,400,66.67
305,305,Lairon,60,90,140,50,50,40,430,71.67,,,,,,,,,,352,Kecleon,60,90,70,60,120,40,440,73.33,321,321,Wailord,170,90,45,90,45,60,500,83.33
306,306,Aggron,70,110,180,60,60,50,530,88.33,,,,,,,,,,353,Shuppet,44,75,35,63,33,45,295,49.17,322,322,Numel,60,60,40,65,45,35,305,50.83
306,306M,Aggron (Mega Aggron),70,140,230,60,80,50,630,105,,,,,,,,,,354,Banette,64,115,65,83,63,65,455,75.83,323,323,Camerupt,70,100,70,105,75,40,460,76.67
307,307,Meditite,30,40,55,40,55,60,280,46.67,,,,,,,,,,355,Duskull,20,40,90,30,90,25,295,49.17,323,323M,Camerupt (Mega Camerupt),70,120,100,145,105,20,560,93.33
308,308,Medicham,60,60,75,60,75,80,410,68.33,,,,,,,,,,356,Dusclops,40,70,130,60,130,25,455,75.83,324,324,Torkoal,70,85,140,85,70,20,470,78.33
308,308M,Medicham (Mega Medicham),60,100,85,80,85,100,510,85,,,,,,,,,,357,Tropius,99,68,83,72,87,51,460,76.67,325,325,Spoink,60,25,35,70,80,60,330,55
309,309,Electrike,40,45,40,65,40,65,295,49.17,,,,,,,,,,358,Chimecho,65,50,70,95,80,65,425,70.83,326,326,Grumpig,80,45,65,90,110,80,470,78.33
310,310,Manectric,70,75,60,105,60,105,475,79.17,,,,,,,,,,359,Absol,65,130,60,75,60,75,465,77.5,327,327,Spinda,60,60,60,60,60,60,360,60
310,310M,Manectric (Mega Manectric),70,75,80,135,80,135,575,95.83,,,,,,,,,,360,Wynaut,95,23,48,23,48,23,260,43.33,328,328,Trapinch,45,100,45,45,45,10,290,48.33
311,311,Plusle,60,50,40,85,75,95,405,67.5,,,,,,,,,,361,Snorunt,50,50,50,50,50,50,300,50,329,329,Vibrava,50,70,50,50,50,70,340,56.67
312,312,Minun,60,40,50,75,85,95,405,67.5,,,,,,,,,,362,Glalie,80,80,80,80,80,80,480,80,330,330,Flygon,80,100,80,80,80,100,520,86.67
313,313,Volbeat,65,73,75,47,85,85,430,71.67,,,,,,,,,,363,Spheal,70,40,50,55,50,25,290,48.33,331,331,Cacnea,50,85,40,85,40,35,335,55.83
314,314,Illumise,65,47,75,73,85,85,430,71.67,,,,,,,,,,364,Sealeo,90,60,70,75,70,45,410,68.33,332,332,Cacturne,70,115,60,115,60,55,475,79.17
315,315,Roselia,50,60,45,100,80,65,400,66.67,,,,,,,,,,365,Walrein,110,80,90,95,90,65,530,88.33,333,333,Swablu,45,40,60,40,75,50,310,51.67
316,316,Gulpin,70,43,53,43,53,40,302,50.33,,,,,,,,,,366,Clamperl,35,64,85,74,55,32,345,57.5,334,334,Altaria,75,70,90,70,105,80,490,81.67
317,317,Swalot,100,73,83,73,83,55,467,77.83,,,,,,,,,,367,Huntail,55,104,105,94,75,52,485,80.83,334,334M,Altaria (Mega Altaria),75,110,110,110,105,80,590,98.33
318,318,Carvanha,45,90,20,65,20,65,305,50.83,,,,,,,,,,368,Gorebyss,55,84,105,114,75,52,485,80.83,335,335,Zangoose,73,115,60,60,60,90,458,76.33
319,319,Sharpedo,70,120,40,95,40,95,460,76.67,,,,,,,,,,369,Relicanth,100,90,130,45,65,55,485,80.83,336,336,Seviper,73,100,60,100,60,65,458,76.33
319,319M,Sharpedo (Mega Sharpedo),70,140,70,110,65,105,560,93.33,,,,,,,,,,370,Luvdisc,43,30,55,40,65,97,330,55,337,337,Lunatone,70,55,65,95,85,70,440,73.33
320,320,Wailmer,130,70,35,70,35,60,400,66.67,,,,,,,,,,371,Bagon,45,75,60,40,30,50,300,50,338,338,Solrock,70,95,85,55,65,70,440,73.33
321,321,Wailord,170,90,45,90,45,60,500,83.33,,,,,,,,,,372,Shelgon,65,95,100,60,50,50,420,70,339,339,Barboach,50,48,43,46,41,60,288,48
322,322,Numel,60,60,40,65,45,35,305,50.83,,,,,,,,,,373,Salamence,95,135,80,110,80,100,600,100,340,340,Whiscash,110,78,73,76,71,60,468,78
323,323,Camerupt,70,100,70,105,75,40,460,76.67,,,,,,,,,,374,Beldum,40,55,80,35,60,30,300,50,341,341,Corphish,43,80,65,50,35,35,308,51.33
323,323M,Camerupt (Mega Camerupt),70,120,100,145,105,20,560,93.33,,,,,,,,,,375,Metang,60,75,100,55,80,50,420,70,342,342,Crawdaunt,63,120,85,90,55,55,468,78
324,324,Torkoal,70,85,140,85,70,20,470,78.33,,,,,,,,,,376,Metagross,80,135,130,95,90,70,600,100,343,343,Baltoy,40,40,55,40,70,55,300,50
325,325,Spoink,60,25,35,70,80,60,330,55,,,,,,,,,,377,Regirock,80,100,200,50,100,50,580,96.67,344,344,Claydol,60,70,105,70,120,75,500,83.33
326,326,Grumpig,80,45,65,90,110,80,470,78.33,,,,,,,,,,378,Regice,80,50,100,100,200,50,580,96.67,345,345,Lileep,66,41,77,61,87,23,355,59.17
327,327,Spinda,60,60,60,60,60,60,360,60,,,,,,,,,,379,Registeel,80,75,150,75,150,50,580,96.67,346,346,Cradily,86,81,97,81,107,43,495,82.5
328,328,Trapinch,45,100,45,45,45,10,290,48.33,,,,,,,,,,380,Latias,80,80,90,110,130,110,600,100,347,347,Anorith,45,95,50,40,50,75,355,59.17
329,329,Vibrava,50,70,50,50,50,70,340,56.67,,,,,,,,,,381,Latios,80,90,80,130,110,110,600,100,348,348,Armaldo,75,125,100,70,80,45,495,82.5
330,330,Flygon,80,100,80,80,80,100,520,86.67,,,,,,,,,,382,Kyogre,100,100,90,150,140,90,670,111.67,349,349,Feebas,20,15,20,10,55,80,200,33.33
331,331,Cacnea,50,85,40,85,40,35,335,55.83,,,,,,,,,,383,Groudon,100,150,140,100,90,90,670,111.67,350,350,Milotic,95,60,79,100,125,81,540,90
332,332,Cacturne,70,115,60,115,60,55,475,79.17,,,,,,,,,,384,Rayquaza,105,150,90,150,90,95,680,113.33,351,351,Castform,70,70,70,70,70,70,420,70
333,333,Swablu,45,40,60,40,75,50,310,51.67,,,,,,,,,,385,Jirachi,100,100,100,100,100,100,600,100,352,352,Kecleon,60,90,70,60,120,40,440,73.33
334,334,Altaria,75,70,90,70,105,80,490,81.67,,,,,,,,,,386,Deoxys (Normal Forme),50,150,50,150,50,150,600,100,353,353,Shuppet,44,75,35,63,33,45,295,49.17
334,334M,Altaria (Mega Altaria),75,110,110,110,105,80,590,98.33,,,,,,,,,,386,Deoxys (Attack Forme),50,180,20,180,20,150,600,100,354,354,Banette,64,115,65,83,63,65,455,75.83
335,335,Zangoose,73,115,60,60,60,90,458,76.33,,,,,,,,,,386,Deoxys (Defense Forme),50,70,160,70,160,90,600,100,354,354M,Banette (Mega Banette),64,165,75,93,83,75,555,92.5
336,336,Seviper,73,100,60,100,60,65,458,76.33,,,,,,,,,,386,Deoxys (Speed Forme),50,95,90,95,90,180,600,100,355,355,Duskull,20,40,90,30,90,25,295,49.17
337,337,Lunatone,90,55,65,95,85,70,460,76.67,,,,,,,,,,387,Turtwig,55,68,64,45,55,31,318,53,356,356,Dusclops,40,70,130,60,130,25,455,75.83
338,338,Solrock,90,95,85,55,65,70,460,76.67,,,,,,,,,,388,Grotle,75,89,85,55,65,36,405,67.5,357,357,Tropius,99,68,83,72,87,51,460,76.67
339,339,Barboach,50,48,43,46,41,60,288,48,,,,,,,,,,389,Torterra,95,109,105,75,85,56,525,87.5,358,358,Chimecho,65,50,70,95,80,65,425,70.83
340,340,Whiscash,110,78,73,76,71,60,468,78,,,,,,,,,,390,Chimchar,44,58,44,58,44,61,309,51.5,359,359,Absol,65,130,60,75,60,75,465,77.5
341,341,Corphish,43,80,65,50,35,35,308,51.33,,,,,,,,,,391,Monferno,64,78,52,78,52,81,405,67.5,359,359M,Absol (Mega Absol),65,150,60,115,60,115,565,94.17
342,342,Crawdaunt,63,120,85,90,55,55,468,78,,,,,,,,,,392,Infernape,76,104,71,104,71,108,534,89,360,360,Wynaut,95,23,48,23,48,23,260,43.33
343,343,Baltoy,40,40,55,40,70,55,300,50,,,,,,,,,,393,Piplup,53,51,53,61,56,40,314,52.33,361,361,Snorunt,50,50,50,50,50,50,300,50
344,344,Claydol,60,70,105,70,120,75,500,83.33,,,,,,,,,,394,Prinplup,64,66,68,81,76,50,405,67.5,362,362,Glalie,80,80,80,80,80,80,480,80
345,345,Lileep,66,41,77,61,87,23,355,59.17,,,,,,,,,,395,Empoleon,84,86,88,111,101,60,530,88.33,362,362M,Glalie (Mega Glalie),80,120,80,120,80,100,580,96.67
346,346,Cradily,86,81,97,81,107,43,495,82.5,,,,,,,,,,396,Starly,40,55,30,30,30,60,245,40.83,363,363,Spheal,70,40,50,55,50,25,290,48.33
347,347,Anorith,45,95,50,40,50,75,355,59.17,,,,,,,,,,397,Staravia,55,75,50,40,40,80,340,56.67,364,364,Sealeo,90,60,70,75,70,45,410,68.33
348,348,Armaldo,75,125,100,70,80,45,495,82.5,,,,,,,,,,398,Staraptor,85,120,70,50,50,100,475,79.17,365,365,Walrein,110,80,90,95,90,65,530,88.33
349,349,Feebas,20,15,20,10,55,80,200,33.33,,,,,,,,,,399,Bidoof,59,45,40,35,40,31,250,41.67,366,366,Clamperl,35,64,85,74,55,32,345,57.5
350,350,Milotic,95,60,79,100,125,81,540,90,,,,,,,,,,400,Bibarel,79,85,60,55,60,71,410,68.33,367,367,Huntail,55,104,105,94,75,52,485,80.83
351,351,Castform,70,70,70,70,70,70,420,70,,,,,,,,,,401,Kricketot,37,25,41,25,41,25,194,32.33,368,368,Gorebyss,55,84,105,114,75,52,485,80.83
352,352,Kecleon,60,90,70,60,120,40,440,73.33,,,,,,,,,,402,Kricketune,77,85,51,55,51,65,384,64,369,369,Relicanth,100,90,130,45,65,55,485,80.83
353,353,Shuppet,44,75,35,63,33,45,295,49.17,,,,,,,,,,403,Shinx,45,65,34,40,34,45,263,43.83,370,370,Luvdisc,43,30,55,40,65,97,330,55
354,354,Banette,64,115,65,83,63,65,455,75.83,,,,,,,,,,404,Luxio,60,85,49,60,49,60,363,60.5,371,371,Bagon,45,75,60,40,30,50,300,50
354,354M,Banette (Mega Banette),64,165,75,93,83,75,555,92.5,,,,,,,,,,405,Luxray,80,120,79,95,79,70,523,87.17,372,372,Shelgon,65,95,100,60,50,50,420,70
355,355,Duskull,20,40,90,30,90,25,295,49.17,,,,,,,,,,406,Budew,40,30,35,50,70,55,280,46.67,373,373,Salamence,95,135,80,110,80,100,600,100
356,356,Dusclops,40,70,130,60,130,25,455,75.83,,,,,,,,,,407,Roserade,60,70,55,125,105,90,505,84.17,373,373M,Salamence (Mega Salamence),95,145,130,120,90,120,700,116.67
357,357,Tropius,99,68,83,72,87,51,460,76.67,,,,,,,,,,408,Cranidos,67,125,40,30,30,58,350,58.33,374,374,Beldum,40,55,80,35,60,30,300,50
358,358,Chimecho,75,50,80,95,90,65,455,75.83,,,,,,,,,,409,Rampardos,97,165,60,65,50,58,495,82.5,375,375,Metang,60,75,100,55,80,50,420,70
359,359,Absol,65,130,60,75,60,75,465,77.5,,,,,,,,,,410,Shieldon,30,42,118,42,88,30,350,58.33,376,376,Metagross,80,135,130,95,90,70,600,100
359,359M,Absol (Mega Absol),65,150,60,115,60,115,565,94.17,,,,,,,,,,411,Bastiodon,60,52,168,47,138,30,495,82.5,376,376M,Metagross (Mega Metagross),80,145,150,105,110,110,700,116.67
360,360,Wynaut,95,23,48,23,48,23,260,43.33,,,,,,,,,,412,Burmy,40,29,45,29,45,36,224,37.33,377,377,Regirock,80,100,200,50,100,50,580,96.67
361,361,Snorunt,50,50,50,50,50,50,300,50,,,,,,,,,,413,Wormadam (Plant Cloak),60,59,85,79,105,36,424,70.67,378,378,Regice,80,50,100,100,200,50,580,96.67
362,362,Glalie,80,80,80,80,80,80,480,80,,,,,,,,,,413,Wormadam (Sandy Cloak),60,79,105,59,85,36,424,70.67,379,379,Registeel,80,75,150,75,150,50,580,96.67
362,362M,Glalie (Mega Glalie),80,120,80,120,80,100,580,96.67,,,,,,,,,,413,Wormadam (Trash Cloak),60,69,95,69,95,36,424,70.67,380,380,Latias,80,80,90,110,130,110,600,100
363,363,Spheal,70,40,50,55,50,25,290,48.33,,,,,,,,,,414,Mothim,70,94,50,94,50,66,424,70.67,380,380M,Latias (Mega Latias),80,100,120,140,150,110,700,116.67
364,364,Sealeo,90,60,70,75,70,45,410,68.33,,,,,,,,,,415,Combee,30,30,42,30,42,70,244,40.67,381,381,Latios,80,90,80,130,110,110,600,100
365,365,Walrein,110,80,90,95,90,65,530,88.33,,,,,,,,,,416,Vespiquen,70,80,102,80,102,40,474,79,381,381M,Latios (Mega Latios),80,130,100,160,120,110,700,116.67
366,366,Clamperl,35,64,85,74,55,32,345,57.5,,,,,,,,,,417,Pachirisu,60,45,70,45,90,95,405,67.5,382,382,Kyogre,100,100,90,150,140,90,670,111.67
367,367,Huntail,55,104,105,94,75,52,485,80.83,,,,,,,,,,418,Buizel,55,65,35,60,30,85,330,55,382,382P,Kyogre (Primal Kyogre),100,150,90,180,160,90,770,128.33
